Timepoint	0m	15m	180m	2880m	5760m	15m	180m	2880m	5760m
"AT3G27280.1;AT3G27280.2;AT5G40770.1"	0.54183735	0.610450913	0.589912727	0.554314767	0.646328433	0.649265778	0.600694031	0.697001061	0.645300951
ATMG00640.1	0.507282765	0.648096205	0.533022048	0.636131313	0.555846476	0.565010695	0.611546553	0.646316625	0.571849317
"AT4G34490.2;AT4G34490.1"	0.540823419	0.753598092	0.580126802	0.689998402	0.682308202	0.708493623	0.86490054	0.900054277	0.778260348
AT3G12260.1	0.569631832	0.607345938	0.86979399	0.685069145	0.626953888	0.509869303	0.764290344	0.64884182	0.542837234
"AT5G59850.1;AT3G46040.1;AT1G07770.2;AT1G07770.3;AT1G07770.1"	0.749796354	0.901646913	1.40225728	0.646564399	1.188017948	0.697627172	2.93093581	0.895666209	2.319127391
"AT1G14810.2;AT1G14810.1"	0.266576744	0.71298009	0.534746189	0.481921264	0.643191461	0.517834386	0.533266416	0.659314895	0.653260815
ATCG00380.1	0.724684326	0.866176576	0.807675246	0.654177785	0.658216901	0.575369427	0.541887692	0.678717677	0.708919765
AT1G08520.1	0.818730466	1.102085883	0.971424269	0.736117635	0.506103219	0.496578978	0.572156439	0.652105355	0.68254523
ATCG00020.1	0.703176435	1.037617966	0.976473203	0.932337215	0.861617983	0.859187882	0.8134978	0.902685291	0.895474587
AT4G09320.1	0.620693481	0.732232728	0.65186103	0.528499067	0.588905312	0.586184379	0.538427125	0.55337144	0.587745711
ATCG00770.1	0.844487029	0.857169639	0.757745492	0.71756142	0.549597612	0.522693681	0.520506785	0.58058715	0.569752994
AT5G62670.1	1.256408517	1.078420797	0.976782613	1.319976258	0.57731075	0.956692627	2.311397681	0.703734854	0.750854402
"AT1G43170.1;AT1G43170.6;AT1G43170.2;AT1G43170.3;AT1G43170.9;AT1G43170.8;AT1G43170.7;AT1G43170.5"	0.699375831	0.738364079	0.64115577	0.484244524	0.541846833	0.504218286	0.472916593	1.190459149	0.595694713
"AT4G02520.1;AT2G02930.1;AT2G47730.2;AT2G47730.1"	0.377688883	0.580365484	0.677672021	0.775819673	0.896344963	0.887321383	1.054913126	1.078535746	1.043026283
"AT5G46800.2;AT5G46800.3;AT5G46800.1"	0.540699545	0.635185386	0.580989289	0.541142456	0.562221332	0.432374191	0.675550271	0.489742441	0.486511565
"AT5G59240.1;AT5G20290.1"	0.438762742	0.805267324	0.749738075	0.635663563	0.487193291	0.482862071	0.519431191	0.525294269	0.485756059
"AT3G08580.2;AT3G08580.1"	0.425926402	0.541129245	0.490523685	0.514801705	0.474524395	0.467698724	0.463915997	0.481951319	0.520930002
"AT5G55070.2;AT5G55070.1;AT4G26910.2;AT4G26910.1;AT4G26910.3"	0.454001508	0.470794657	0.45827306	0.426165126	0.519913951	0.511201424	0.52077312	0.68917364	0.636608338
"AT5G15490.1;AT3G29360.1;AT3G29360.2"	0.550760132	0.791600061	1.118112748	1.031178013	0.378167118	0.668138671	0.427533503	1.69142068	1.456638694
AT5G39320.1	0.747588517	1.656066963	0.88125747	0.680945822	0.552796943	0.47983582	0.759933618	0.529035964	0.541413041
"AT3G22230.1;AT4G15000.1;AT4G15000.2"	0.826502071	0.743230754	0.705250188	0.622313114	0.513554207	0.447270561	3.267978541	0.494686502	0.603635845
"AT5G66510.1;AT5G66510.2;AT1G47260.1;AT1G19580.1;AT1G19580.2"	0.641338661	0.687210476	0.615780493	0.727119339	0.678054113	0.707463077	0.674981615	0.768638567	0.615273269
"AT2G36880.1;AT2G36880.2"	0.67738117	0.860348707	0.754794144	0.622800769	0.825221278	0.561482172	0.581410257	0.603166144	0.622060613
AT5G07030.1	0.581981035	0.484222294	0.431341492	0.512096628	0.529413865	0.640058994	0.535871205	0.393967017	0.559070969
AT1G67730.1	0.706257414	2.012517332	1.430655203	1.216017942	1.454238738	1.528812697	1.566934946	1.616095467	1.324892384
AT4G04640.1	0.6507422	0.758885383	0.753888001	0.769730251	0.67670818	0.58430512	0.62772661	0.662295217	0.658080607
AT5G09650.1	0.67644867	0.773484048	0.736449872	0.760079725	0.828876452	0.611451946	0.645488935	0.661537363	0.695043641
"AT1G23310.1;AT1G23310.2"	0.671466517	0.653714256	0.615385388	0.650406806	0.642232169	0.630207673	0.581384255	0.662665798	0.549700571
"AT5G39740.1;AT5G39740.2;AT3G25520.2;AT3G25520.3;AT3G25520.1"	0.822606066	0.670450623	0.807688934	0.660232624	0.536897327	0.52154738	0.873179806	0.590251838	0.519536751
AT1G76080.1	0.639320765	0.808320047	0.80489356	0.995631709	0.968715175	0.783726634	0.811931604	0.861171498	0.65254337
AT2G33800.1	1.245828204	0.831076694	0.822731747	0.650312989	0.536225747	0.532540526	0.486676018	0.614740994	0.530661426
"AT1G41880.2;AT1G41880.1;AT1G07070.1;AT1G74270.1;AT3G55750.1"	0.674916204	0.941852113	0.676601602	0.631549665	0.60795206	0.765225327	0.480657128	0.962230121	0.940958861
AT4G10340.1	0.914010882	0.933582509	0.897218223	0.924162161	0.901494046	0.85765587	0.868478963	0.857750624	0.840451091
"AT5G46110.2;AT5G46110.1;AT5G46110.4;AT5G46110.3"	0.878720635	0.764684651	0.604555229	0.748978892	0.718444028	1.639439704	0.611986685	0.866043071	0.644322046
"AT2G21330.3;AT2G21330.1"	0.477166626	0.55592083	0.56497016	0.54980014	0.616229004	0.499272304	0.530429457	0.624131827	0.592401402
AT4G27520.1	0.653234957	0.660468055	0.613082651	0.600297887	0.591549869	0.572067775	0.574743636	0.566269397	0.628579389
"AT2G47640.4;AT2G47640.1;AT2G47640.2;AT2G47640.3;AT3G62840.1;AT3G62840.2"	25.70471341	0.712668416	1.983624014	0.62817267	2.707661442	0.653988337	0.621032167	1.487812553	0.972237548
"AT5G59850.1;AT1G07770.2;AT1G07770.3;AT1G07770.1"	0.702718653	0.830435284	0.822206678	0.663775879	0.594014409	0.607297089	0.598190923	0.645853601	0.605008987
AT3G49910.1	0.741101544	0.732142427	0.692610235	0.569260041	0.528232464	0.56499243	0.468187765	0.550879894	0.543966111
AT5G30510.1	0.696542498	0.771992046	0.723564171	0.607655147	0.553281705	0.512138153	0.516981941	0.56440402	0.577279978
AT5G58250.1	0.660461512	0.887692721	0.831916764	0.718051698	0.488997578	0.552669888	0.46009152	0.646737277	0.549472773
ATCG00470.1	0.685091568	0.73020906	0.74977577	0.684389458	0.674691338	0.585328903	0.608924947	0.665185603	0.611003398
AT3G62870.1	0.615020002	0.768518451	0.656294487	0.668412073	0.390650954	0.635687787	0.507228109	0.642852814	0.43738088
"AT5G08670.1;AT5G08680.1;AT5G08690.1;ATCG00480.1"	0.73747969	0.805582931	0.777711911	0.767151473	0.730734994	0.666970567	0.661600547	0.721629363	0.676697481
AT3G53990.1	1.082824329	0.567971461	0.972366504	0.491158836	1.234793689	0.764112914	1.266655295	1.357501252	0.720559252
"AT4G02510.1;AT4G02510.4;AT4G02510.3;AT4G02510.2"	0.676982767	0.698538176	0.676695339	0.590850387	0.503888574	0.516197218	0.45009231	0.507291126	0.439565089
"AT4G34050.1;AT4G34050.2;AT4G34050.3"	0.394399084	0.541959058	0.632667336	0.50782442	0.509363984	0.401513478	0.556178383	0.476181032	0.55556251
AT4G39730.1	0.23217566	0.433432234	0.355821382	0.485192178	0.582627448	0.545044645	0.575402029	0.682749735	0.647301102
"AT5G64940.1;AT5G64940.2"	0.605160254	0.66378448	1.262582827	0.449828836	0.659336238	1.057136686	0.932385447	1.167742037	0.894626923
AT1G74470.1	0.8345576	0.849360314	0.832210852	0.71091139	0.556402839	0.550451113	0.539486512	0.608689341	0.529974894
AT5G23820.1	2.204414852	4.9409031	3.047319619	3.19434281	3.144237388	2.371252	3.735928218	2.53491721	3.156321494
AT3G11710.1	0.775584813	0.686982577	0.714231199	0.637525716	0.727673428	0.599920167	0.549053581	0.701708964	0.592644604
AT1G35680.1	0.682052303	0.813638167	0.78456119	0.637338085	0.574582202	0.414100086	0.439441597	0.579540544	0.493672974
AT4G24930.1	0.686550117	0.66425614	0.662838852	0.567930625	0.611260633	0.545058223	0.547215217	0.59372426	0.555693891
"AT1G33140.1;AT1G33120.1"	0.578567065	0.69763469	0.647150852	0.567490882	0.451145846	0.492293365	0.461082682	0.460132821	0.434118222
"AT5G48570.1;AT3G25230.1;AT3G25230.2"	0.220205522	0.726105093	0.746071192	1.196729158	1.234594535	0.970672846	1.053220402	0.860243706	0.630049113
"AT4G14210.1;AT4G14210.3;AT4G14210.2"	0.885483277	0.93542293	0.913469083	0.908830433	0.689252581	0.836802933	0.766941792	0.812986246	0.859610295
"AT1G58380.1;AT3G57490.1;AT1G58684.1;AT2G41840.1;AT1G59359.1;AT1G58983.1"	0.63855869	0.775293214	0.766452888	0.579023274	0.524810465	0.487030353	0.589833956	0.56859584	0.510189636
"AT2G10940.1;AT2G10940.2"	1.03903919	1.047149455	1.026031241	1.100646918	1.04001427	1.016360128	1.034309132	1.010593878	1.009944125
"AT5G65750.1;AT3G55410.2;AT3G55410.1"	0.455374757	0.440622989	0.417332475	0.455565331	0.537933186	0.766167307	0.557639667	0.586232615	0.601737909
"AT5G53490.1;AT5G53490.3;AT5G53490.2;AT5G53490.4"	0.88767889	0.998425119	1.04465789	0.898715205	0.969469006	0.862185196	0.807962914	1.003248817	0.920657363
AT1G18540.1	0.580155193	0.926056342	0.714577607	0.604946435	0.402967121	0.618961494	0.513119078	0.701360496	0.40051289
AT1G30580.1	0.515520579	0.61674564	0.562964968	0.510011012	0.51763987	0.479842084	0.461231581	0.517140281	0.472948467
"AT1G70730.2;AT1G70730.1;AT1G70730.3;AT1G23190.1"	0.433621757	0.508575527	0.464559075	0.475312564	0.511761674	0.468732293	0.410052349	0.489568296	0.510967764
"AT3G08030.2;AT3G08030.1"	0.430756341	0.638380081	0.589038633	0.456774838	0.429016414	0.383646055	0.429313183	0.359174775	0.440896618
"AT3G08590.1;AT3G08590.2"	0.444601752	0.372045423	0.340394481	0.413167924	0.557072037	0.435426934	0.466777356	0.468656417	0.508120809
AT3G45140.1	0.281606099	0.343723448	0.36227437	0.436207441	0.473292144	0.430667562	0.508592196	0.724553572	0.72060059
"AT1G08830.1;AT1G08830.2"	1.451504121	0.543232293	0.488465441	0.520690936	0.681788196	0.612424402	0.633581816	0.923798155	0.676113013
"AT4G14960.2;AT4G14960.1;AT1G50010.1;AT5G19780.1;AT1G04820.1;AT5G19770.1"	1.142974619	1.304093575	1.215440892	1.370117791	1.328205942	1.282645356	1.335692665	1.103090908	1.146347031
AT4G11010.1	0.359080178	0.485652929	0.465604829	0.437398678	0.471022428	0.37086059	0.542361177	0.479015615	0.486091158
AT2G44650.1	0.955431322	0.687206585	0.746786446	0.636014665	0.5972881	0.500454707	0.528552173	0.541047981	0.546306746
"AT1G55490.2;AT1G55490.4;AT1G55490.3;AT1G55490.1;AT1G55490.5;AT3G13470.1"	0.799665794	0.599324505	0.622713479	0.641517262	0.568689649	0.530389831	0.504764306	0.555387601	0.472438579
"AT1G03160.3;AT1G03160.2;AT1G03160.4;AT1G03160.1"	1.151951959	1.232678617	4.580646224	1.087981758	5.259490019	1.454303462	9.407996503	1.687961692	4.555379667
AT5G15450.1	0.457263537	0.51662719	0.472668813	0.464686415	0.607555118	0.431682761	0.432624959	0.475367057	0.493559421
ATCG00750.1	0.970805058	0.880311519	0.808714335	0.663991324	0.566470338	0.468349957	0.528951308	0.648040207	0.535390581
"AT5G49460.2;AT5G49460.1;AT3G06650.1;AT3G06650.2"	1.065015327	0.95951227	1.039511068	0.987108203	1.074683	0.851163595	0.968207877	0.87319072	0.88390521
AT4G13930.1	0.608086751	0.699975286	0.633374048	0.570168728	0.50492128	0.44147737	0.509601236	0.524791472	0.491463497
"AT3G14415.3;AT3G14415.2;AT3G14415.1;AT4G18360.2;AT4G18360.4;AT4G18360.3;AT4G18360.1;AT3G14420.4;AT3G14420.6;AT3G14420.5;AT3G14420.3;AT3G14420.1;AT3G14420.2"	0.66789767	0.718529939	0.664007471	0.770704043	0.778063273	0.658908421	0.678016468	0.74491882	0.649077204
"AT3G11130.1;AT3G08530.1"	0.707014521	0.735582041	0.678722849	0.68166551	0.782044761	0.806327481	0.704311263	0.806238287	0.819540032
ATCG00160.1	0.82915387	0.828664232	0.796717433	0.695934786	0.561418308	0.517953293	0.560117021	0.604815029	0.531009463
AT4G20850.1	0.594501311	0.665266308	0.588329684	0.630003796	0.620314598	0.657452385	0.613217271	0.817951834	0.702634071
"AT4G13940.1;AT4G13940.4;AT3G23810.1"	0.589291396	0.612452999	0.577417397	0.491125148	0.441984959	0.39891518	0.42621524	0.413868117	0.423258586
"ATCG01310.1;ATCG00830.1"	1.391045382	0.917504413	0.871097303	0.722510084	0.820199105	0.663308432	0.557245859	0.808485592	0.755854022
AT5G14320.1	0.729073976	0.940300619	0.886433111	0.712432489	0.601596295	0.535514307	0.542291417	0.620714359	0.591590319
AT5G64040.1	2.927672664	1.245147186	1.064555789	1.096465109	1.216719711	0.981276288	1.055000014	1.366805575	1.200263884
"AT3G45140.1;AT3G45140.2"	0.370893755	0.328019542	0.31615707	0.422419115	0.508466761	0.404083523	0.497889004	0.752732615	0.727105581
"AT1G61520.3;AT1G61520.2;AT1G61520.1"	0.968663251	1.174512042	1.096588873	1.144002171	1.056621246	1.064995743	1.092540014	1.091560033	1.109648708
"AT3G12110.1;AT3G18780.2;AT3G18780.3;AT3G18780.1;AT1G49240.1"	0.806399892	1.201721583	1.343594491	1.23795863	1.218159352	2.048495265	1.543662874	0.951999509	1.344534009
AT3G02730.1	1.010338611	0.699188133	0.648330809	0.69707652	0.682701996	0.669683489	0.57939696	0.672315204	0.635977354
"AT5G04140.1;AT5G04140.2"	0.557493058	0.597739412	0.579931035	0.661689359	0.616938624	0.494905728	0.581251657	0.619588378	0.548740059
"AT5G62790.2;AT5G62790.1"	0.524980902	0.753796669	0.643395796	0.59875593	0.471891946	0.441947903	0.377648663	0.450692112	0.480703899
"AT1G56190.2;AT1G56190.1;AT3G12780.1"	0.489548482	0.668467244	0.619377197	0.638645632	0.624526012	0.54509059	0.563853454	0.570480508	0.590072838
AT2G43030.1	0.824622812	0.763438191	0.767717976	0.662001741	0.593258794	0.548395598	0.577591763	0.614055616	0.563552546
"AT4G09000.1;AT4G09000.2"	0.805034682	0.802728189	0.774799537	0.764576138	0.777053748	0.746497182	0.74743775	0.75095516	0.765900669
"AT4G29060.1;AT4G29060.2"	0.489126948	0.622051943	0.621917407	0.557624811	0.486992713	0.41845043	0.441597315	0.52069727	0.460002876
"AT3G01910.1;AT3G01910.2"	0.605614506	0.580156634	0.502351524	0.601479737	0.70078024	0.626720869	0.64035959	0.680172138	0.58127538
"AT3G53730.1;AT1G07820.1;AT1G07820.2;AT5G59690.1;AT3G46320.1;AT2G28740.1;AT1G07660.1;AT1G07660.2;AT3G45930.1;AT5G59970.1;AT5G59970.2"	1.001151556	1.218227428	1.039893792	1.012833256	0.992964594	0.969575607	0.966450862	0.935317439	1.004152358
AT1G54010.1	3.088251067	7.783379172	6.696335607	5.603687443	7.471393451	6.469735267	7.593036854	6.308775129	7.338850877
AT2G35490.1	0.636969824	0.598439169	0.571364207	0.624314811	0.646042747	0.662336703	0.600955687	0.956484577	0.606849111
"AT5G08670.1;AT5G08680.1;AT5G08690.1"	0.439480347	0.538324417	0.497726248	0.527148913	0.532780233	0.51598604	0.493746193	0.570026734	0.552271267
"AT3G60750.2;AT3G60750.1;AT2G45290.1;AT2G45290.2"	0.501533991	0.829119664	0.70132005	0.686469301	0.623987505	0.592473921	0.573803782	0.642252506	0.597149655
"AT5G60640.3;AT5G60640.2;AT5G60640.1"	0.724955365	0.71051638	1.012106607	0.523927904	0.685508392	0.822758764	0.616369006	0.620856186	0.645674477
"AT5G64040.1;AT5G64040.2"	1.07953613	1.1977411	1.163899441	1.141230509	1.270637806	1.093345375	1.130740762	1.333119145	1.408602211
"AT2G39730.3;AT2G39730.1;AT2G39730.2"	0.639185267	0.71702419	0.696586027	0.694617151	0.683171709	0.605231192	0.597420393	0.646213908	0.579471711
ATCG00480.1	0.72367551	0.762971608	0.732918323	0.731615683	0.701265002	0.56964789	0.633760915	0.665816583	0.644739831
AT5G42650.1	1.068434614	0.898692448	0.868677847	1.132716923	1.432218264	1.263659866	1.482344327	1.505782084	1.633689117
"AT2G19730.3;AT2G19730.1;AT2G19730.2"	0.616092887	0.655164742	0.668302721	0.593760106	0.751101839	0.474539823	0.479711301	0.526538943	0.488293625
"AT5G20720.3;AT5G20720.4;AT5G20720.2;AT5G20720.1"	0.626813885	0.706640494	0.61517483	0.638536862	0.57765792	0.533149237	0.546828849	0.61268806	0.520533753
AT3G55360.1	1.349179836	1.18412879	0.750320312	1.035024889	0.783596197	0.690779557	1.042774556	0.66940327	0.791572872
"AT4G30190.2;AT4G30190.1;AT2G18960.2;AT2G18960.1;AT2G18960.3"	0.812949192	0.83665047	0.86990206	0.874576837	0.845493809	0.828016344	0.781894273	0.790126507	0.783411458
"AT3G44740.3;AT3G44740.5;AT3G44740.1;AT3G44740.4;AT1G29880.1"	0.650379717	0.792635841	0.689381829	0.752004207	0.69204909	0.671052465	0.677140993	0.710250324	0.622560704
AT1G54780.1	0.85141944	0.867438078	0.868267565	0.886733947	0.95108979	0.840517346	0.945855177	0.877845544	0.940431977
"AT3G03250.3;AT3G03250.1;AT3G03250.2"	0.401780122	0.476519243	0.381755743	0.483553363	0.483195093	0.438834189	0.431637215	0.477117022	0.512262979
AT5G02240.1	0.739859448	0.67290452	0.732464236	0.545129998	0.581631581	0.541789464	0.485601842	0.577349837	0.596075336
AT2G37660.1	0.858291897	0.826808149	0.821486374	0.859069047	0.781990391	0.753602022	0.802648022	0.836419431	0.786870531
AT1G67090.1	0.530168663	0.721924612	0.729454198	0.645127923	0.524356284	0.446544326	0.502197111	0.570572756	0.479548466
"AT4G02450.2;AT4G02450.1"	0.987242089	0.733054965	0.632985072	0.642736368	0.692214833	0.57728913	0.656222431	0.730938682	0.588353003
AT1G10370.1	0.663277639	0.504217114	0.554066463	0.444029949	0.584130186	0.740641635	0.370096144	0.402853555	0.517884119
AT5G49910.1	0.655521212	0.519144255	0.657509838	0.530867487	0.613852438	0.525483456	0.515744217	0.593188516	0.500863363
AT3G54400.1	1.0155784	1.095207307	1.091741466	0.93208607	1.077526974	1.14142618	1.31847346	1.093062625	1.107903336
AT1G71695.1	1.196483328	1.439137278	1.260200532	1.467093367	1.428475105	1.336946291	1.436674994	1.876916831	1.704495237
"AT2G40590.1;AT3G56340.1;AT2G40510.1"	0.435635556	0.716983503	0.745137687	0.546030791	0.567368774	0.449100178	0.584477049	0.382221749	0.558953252
AT3G08940.2	1.199831656	1.251953499	1.236785229	1.308130482	1.260289033	1.322909196	1.253511852	1.731426084	1.266022369
AT1G17220.1	0.682809073	0.754003795	0.754188423	0.573426213	0.502420828	0.459578471	0.448944212	0.50301899	0.463805893
"AT5G12860.1;AT5G12860.2"	0.881661401	0.714607006	0.679735756	0.623845235	0.59795351	0.49500563	0.71131137	1.182329561	0.570941208
"AT1G15690.2;AT1G15690.1"	0.641751559	0.817142357	0.698764282	0.791141069	0.676801516	0.66060226	0.699808248	0.707644274	0.608734362
AT5G01530.1	5.723452832	1.073664264	1.075542766	1.040221831	0.95244184	0.868552647	0.951732881	0.99283316	0.914414561
"AT1G76010.1;AT1G76010.2"	0.428586756	0.894145084	0.763815935	0.794674368	0.798315135	0.699176723	0.807297092	0.916201145	0.771383393
"AT3G19760.1;AT1G72730.1;AT3G13920.1;AT3G13920.4;AT3G13920.5;AT3G13920.3;AT3G13920.2;AT1G54270.1;AT1G54270.2"	0.811358365	0.861489751	0.71204785	0.7204468	0.598108772	0.797911952	0.707801183	0.829537454	0.674477949
ATCG00820.1	0.431510499	0.726342354	0.591314488	0.461741501	0.536585994	0.674833752	0.783826156	0.489838574	0.549924182
AT2G37220.1	0.575079701	0.658718247	0.651218086	0.337048834	0.257823614	0.261448135	0.207393238	0.335139366	0.390638054
"AT3G09630.1;AT3G09630.2"	0.623814978	0.782443267	0.723617246	0.613546349	0.518091688	0.519630046	0.504790274	0.52678055	0.597644022
"AT3G14600.1;AT2G34480.1;AT2G34480.2;AT1G29970.2;AT1G29965.1"	0.655310162	0.577127734	0.6983902	0.499411747	0.597731504	0.570573854	0.478707163	0.595256233	0.57362086
"AT1G68010.3;AT1G68010.2;AT1G68010.1"	0.612383778	0.691328476	0.647188433	0.82515653	0.850816064	0.748050955	0.737217449	0.805275715	0.66771921
"AT5G17920.1;AT5G17920.2;AT5G20980.2;AT5G20980.1;AT3G03780.1;AT3G03780.3;AT3G03780.2"	0.711261735	0.702223151	0.646111186	0.616554001	0.544430487	0.518511489	0.564219362	0.521811195	0.503833934
"AT5G50920.1;AT3G48870.1;AT3G48870.4;AT3G48870.2;AT3G48870.3"	0.611361739	0.644716054	0.641867481	0.505468008	0.420655229	0.330752671	0.390801692	0.519840868	0.489755716
"AT5G38660.2;AT5G38660.1"	0.723969983	0.646333878	0.570868026	0.619676548	0.404837669	0.526781753	0.463624073	0.603585547	0.422094468
"AT5G23060.2;AT5G23060.1"	0.648116733	0.695237436	0.682291862	0.717885753	0.630352991	0.649793928	0.62390542	0.670927225	0.657690798
"AT4G09800.1;AT1G34030.1;AT1G22780.1"	0.706322938	0.752652271	0.7411036	0.565625007	0.504842678	0.495578538	0.472279138	0.542238719	0.512257096
"AT3G03250.3;AT3G03250.1;AT3G03250.2;AT5G17310.4;AT5G17310.1;AT5G17310.6;AT5G17310.3;AT5G17310.5;AT5G17310.2"	0.521942838	0.571665778	0.486834208	0.553994443	0.519012788	0.472795171	0.50647567	0.534718074	0.499234068
AT4G24280.1	0.815372826	0.729254954	0.665656931	0.775932632	0.805064473	0.691036171	0.787919297	0.812768946	0.71522388
AT1G04040.1	1.112865071	1.782950528	1.456016587	1.464643735	1.260878463	1.444322009	2.013072608	1.314054311	1.996468297
"AT4G13940.3;AT4G13940.1;AT4G13940.4;AT3G23810.1"	0.438418014	0.706165238	0.469856009	0.50135408	0.409821878	0.413265516	0.41404515	1.279709637	0.439862399
AT3G48000.1	0.686167983	0.808370443	0.763506694	0.829979768	0.941785573	0.796878588	0.865514733	0.887334923	0.895544211
"AT2G07698.1;ATMG01190.1"	0.604974333	0.595105965	0.580777687	0.550918989	0.5974424	0.579233884	0.551185978	0.664211798	0.62745019
"AT5G44340.1;AT4G20890.1"	1.377408176	1.037482544	1.010865375	1.009595978	1.016668787	0.98391004	1.024592408	0.929164363	0.920115735
AT5G08530.1	0.54528817	0.673568834	0.603936823	0.645872925	0.585043897	0.675781675	0.526981233	0.708706348	0.554973115
"AT4G22890.4;AT4G22890.3;AT4G22890.5;AT4G22890.1"	0.678288915	0.711367333	0.644108186	0.722159537	2.341178923	4.072503159	0.581806298	0.999714089	0.898985108
"AT2G27720.2;AT2G27720.4;AT2G27720.1;AT2G27720.3;AT2G27710.4;AT2G27710.1;AT2G27710.2;AT2G27710.3"	0.632494324	0.96486524	0.992072897	0.819544723	0.839168408	0.7088519	1.308161397	1.429074345	1.318305944
