Timepoint	0m	15m	180m	2880m	5760m	15m	180m	2880m	5760m
"AT3G14110.1;AT3G14110.3;AT3G14110.2"	1.515834055	1.962328337	2.389581629	1.790129849	2.369275697	1.789722981	1.206411188	1.891681327	2.00546745
AT3G48110.1	0.666585083	0.717117892	0.888384686	0.645198268	0.642744903	0.738845775	0.571668512	0.716533326	0.482237039
AT2G42690.1	0.419465245	0.477664948	0.471799544	0.753715574	0.53395493	0.488985283	0.5567693	0.861568288	0.576346523
"AT3G20320.2;AT3G20320.3;AT3G20320.1"	0.644821146	0.994069478	0.647837487	1.009469817	0.696014214	0.612053758	0.670052073	0.653804773	0.689804128
AT4G34110.1	0.730623799	0.71415556	0.690413445	0.781876491	0.542542412	0.561063538	0.677185769	0.616241819	0.52881629
AT1G74100.1	0.205365934	0.438100754	0.811530164	0.827686131	1.036076657	0.749331734	0.974813762	1.002217573	0.777824423
ATCG00670.1	0.809388976	0.79220287	0.497658362	0.973434012	0.552313057	1.432504791	0.511661422	0.654227216	0.528552669
"AT2G35920.3;AT2G35920.1;AT2G35920.2"	2.101363104	2.549292789	2.413789896	3.006814246	2.369396854	2.249923023	2.360938444	2.133273968	2.191870365
"AT1G67280.2;AT1G67280.1;AT1G11840.6;AT1G11840.4;AT1G11840.1;AT1G11840.3;AT1G11840.2"	0.28622528	0.366436555	0.306744239	0.383245944	0.413230142	0.406743195	0.371510228	0.428477461	0.440351175
AT1G66430.1	1.012591548	0.861655293	0.836616384	0.679802986	0.61542691	0.633638086	0.8803125	0.642119723	0.567247393
"AT5G39740.1;AT5G39740.2;AT3G25520.3;AT3G25520.1"	0.906349019	0.667883732	0.577681242	0.392102543	0.418618202	0.398641208	0.301489806	0.408657717	0.440485423
AT1G42960.1	0.715224847	0.984021207	0.813644201	1.972509852	0.71118072	0.684615683	1.24293135	0.663518656	0.621834121
"AT1G14980.1;AT1G14980.2"	0.42788418	0.950416596	0.507609844	0.905565374	0.717600751	0.627930744	0.795188867	0.46056011	0.616224065
"AT4G13850.3;AT4G13850.4;AT4G13850.2;AT4G13850.1"	0.416117631	0.52274368	0.371335769	0.212085522	0.178622038	0.191470342	0.235572661	0.316506668	0.308844302
"AT3G14940.1;AT3G14940.2;AT1G53310.2;AT1G53310.1;AT1G53310.3"	0.48349124	0.438983479	0.52506065	0.50264388	0.460722853	0.42412776	0.462859733	0.491196607	0.521642537
"AT4G25100.3;AT4G25100.5;AT4G25100.1;AT4G25100.4;AT4G25100.2"	0.567416794	1.25186565	1.049178252	1.10417628	1.077141728	1.465244077	1.354954985	0.902154331	1.104212586
AT1G08200.1	0.650053827	0.682827944	0.725924601	0.515516008	0.493516984	0.469902686	0.483427995	0.476475674	0.606873894
"AT5G37510.2;AT5G37510.1"	0.556126876	0.598096104	0.659017526	0.645454041	0.639115416	0.627291796	0.691844739	0.708419432	0.656775714
AT1G47420.1	0.467939042	0.451734037	0.464319953	0.463186284	0.525966424	0.435181676	0.5198506	0.712445806	0.578919759
AT2G40490.1	0.990050683	0.983831291	0.924489996	0.804663062	0.706784567	0.559725366	0.587460427	0.703893597	0.646761573
"AT4G16720.1;AT4G17390.1"	0.707446354	0.762236274	0.732878539	0.617577019	0.546913456	0.448760364	0.476108362	0.489073238	0.48434792
AT5G64050.1	1.193210362	0.73509086	0.765695267	0.572916787	0.608766574	0.529524458	0.446070599	0.632369407	0.745348123
"AT1G52400.3;AT1G52400.1;AT1G52400.2"	0.518157389	0.50469188	0.33641033	0.573532151	0.661880249	0.769316368	0.80629632	0.962366553	1.174505649
AT5G25460.1	0.714011247	0.925102702	0.865622479	0.897375998	0.987664314	1.117799822	1.104886445	0.896251156	0.908529672
"AT3G46030.1;AT5G02570.1;AT2G28720.1;AT5G22880.1;AT2G37470.1;AT3G53650.1;AT3G45980.1;AT5G59910.1;AT1G07790.1"	0.83325603	1.030769767	0.948457933	0.643685869	0.849949191	0.819211851	0.941764245	1.011065667	1.28662121
AT4G17040.1	0.850863082	0.671565698	0.866547255	0.655078	0.652968735	0.750753924	0.513307943	0.962760323	0.623155501
AT3G56490.1	0.487581879	0.715284245	0.480946786	0.603157049	0.559163222	0.518832881	0.445216007	0.465341237	0.642071967
"AT3G25530.2;AT3G25530.1"	0.562780601	0.909267823	0.646794034	0.580855347	0.478229309	0.465312756	0.498374691	0.534649821	0.50668343
AT1G24100.1	0.769128	0.662602612	1.215246637	0.603066636	1.200109027	0.949492203	1.372252905	0.785476299	0.928447165
"AT2G44100.2;AT2G44100.1;AT3G59920.1"	0.691803674	0.705965652	0.704637089	0.759947567	0.835074717	0.729473798	0.752013923	0.695582117	0.730953748
"AT5G42790.1;AT1G47250.1"	1.301657091	0.683384296	0.625483381	0.67686463	0.603386932	1.284331368	0.766885858	0.746779432	1.377863371
AT1G62380.1	0.994253998	0.767088777	0.785428841	0.897629058	0.79948564	0.993546396	0.943124027	0.645870476	0.564693634
"AT5G12040.1;AT5G12040.2"	0.488255124	0.544693103	0.511130227	0.659641214	0.672107383	0.781390454	0.641832367	0.899981778	0.691150857
AT3G11630.1	0.639660785	0.652962462	0.650358664	0.654790761	0.613474358	0.529279681	0.599149385	0.615544086	0.54407931
"AT5G03690.2;AT2G36460.1;AT3G52930.1"	0.710220219	0.508762297	0.696066175	0.524480721	0.763385679	0.543591285	1.234384076	0.621814032	0.631024746
AT1G03870.1	2.149705184	2.269792986	2.149636974	2.580450139	2.817574367	3.333266788	2.964718944	2.503875788	2.707499443
AT1G74230.1	0.307059595	1.143132611	1.111575493	1.2707515	2.125690087	0.472343697	2.865294274	0.492956555	1.238049192
AT1G19150.1	0.759665763	1.301151665	0.947726233	0.836305413	0.890592475	0.629528901	1.072965961	0.649611559	1.3340677
AT2G45790.1	0.30475536	0.481401525	0.495031034	0.382247449	0.396169628	0.744677151	0.382483181	0.625383336	0.513049344
AT4G14040.1	0.646758722	0.598753874	0.343413118	0.593998884	0.461907858	0.449475173	0.503449138	0.434859185	0.539550093
"AT2G46280.3;AT2G46280.2;AT2G46280.1"	0.990744629	0.673176051	0.762097492	0.611740661	0.72902414	0.581907334	0.559169398	0.592586256	0.438196099
"AT1G09780.1;AT3G08590.1;AT3G08590.2"	0.297299209	0.486815651	0.385839668	0.350920898	0.339448111	0.559725572	0.340723924	0.470522772	0.406562878
AT5G47030.1	0.65812332	4.410726252	4.709786003	0.556018519	0.474326021	0.626148512	0.610951745	0.722189387	2.713047294
"AT5G47700.1;AT5G47700.2"	0.933925494	1.104976834	1.105801842	0.507903817	0.59097573	2.199110049	1.053157501	0.518839664	0.992588441
"AT5G05010.2;AT5G05010.1"	0.53056406	0.68171738	0.680059792	0.627986193	0.651412077	0.563964683	0.658297952	0.621197212	0.661740861
AT3G02230.1	0.513591132	0.813386987	0.704331012	0.624334117	0.53861325	0.553153206	0.614697919	0.606009809	0.592269306
"AT3G53750.1;AT3G53750.2;AT2G37620.1;AT2G37620.3;AT2G37620.2;AT2G37620.4"	0.388144916	0.847258429	0.915988879	0.819020561	1.867122783	0.904673084	0.830465446	0.971490391	0.946044739
"ATMG00280.1;ATCG00490.1"	3.747894414	0.69860842	0.628233699	0.668888442	0.659908029	0.507119155	0.659893501	0.675268142	0.533562156
"AT3G29360.1;AT3G29360.2"	0.770973189	0.507579957	0.538524736	0.441981396	0.476753579	0.429086876	0.397925902	0.461482459	0.482739988
"AT3G28290.1;AT3G28300.1"	1.146453445	1.372009619	0.984196543	1.043600061	0.675833421	0.865296937	0.851403084	1.010821686	1.507976686
"AT3G16400.1;AT3G16400.2;AT3G16410.1"	2.975602381	2.948291541	2.848535231	3.699376961	5.68548147	5.674328508	6.294359341	3.085102588	4.455282727
AT1G34430.1	0.9948837	0.818225044	0.91539951	1.027665412	1.003460886	0.847290177	0.975102988	0.817328364	0.806443647
"AT5G09500.1;AT1G04270.2;AT1G04270.1;AT5G09510.1"	0.471486132	0.738880335	0.741133925	1.101525747	2.668800644	0.850184688	1.227493497	0.685119463	1.083680213
"AT3G44310.1;AT3G44310.3"	0.450963069	0.391143744	0.468497061	0.454433638	0.616193958	0.454756896	0.539372748	0.51553158	0.536157739
AT2G29450.1	0.582698744	0.635259242	0.81115625	1.040454112	1.202522195	1.390851558	1.273797653	1.236263795	1.036450694
"AT2G43090.1;AT2G43090.2"	0.573119103	0.576538372	0.490072595	0.425818342	0.389252578	0.36824516	0.471154781	0.492128485	0.472049457
AT1G33810.1	0.896112161	0.77388192	0.595112154	0.468373685	0.712309959	0.993124699	0.444463256	1.030667823	6.034144454
"AT5G63570.2;AT5G63570.1"	1.103335167	0.869759839	0.727527586	0.856571752	0.566312225	0.529950783	0.631945479	0.647403382	0.604339007
"AT4G32470.2;AT4G32470.1"	1.143641071	0.914168044	1.27525664	0.456824207	0.602978416	0.494799935	0.552485171	0.577736839	0.568578372
"AT4G24920.1;AT5G50460.1"	0.54418902	0.508624273	1.380931226	1.587557248	0.892156492	0.467989328	0.586278671	0.475811026	0.595969133
AT5G09810.1	0.537762446	0.788139332	0.591677877	0.8328622	0.829966986	0.942451402	0.87039343	0.898518487	0.842228904
AT3G59400.1	1.548237056	0.704453675	0.780500533	0.549494752	0.569801472	0.56641527	0.524030961	0.622443544	0.669220528
"AT4G14960.2;AT1G50010.1;AT1G04820.1"	1.06388972	1.094035835	1.224467168	1.254644418	1.351344301	1.084199905	1.17299763	0.808047718	0.706782489
"AT1G53240.1;AT3G15020.1"	0.587472179	0.636768753	0.476591005	0.614520803	0.459027861	0.530461104	0.581918055	0.584971549	0.778593491
AT3G04840.1	0.580408172	0.72547685	0.694258423	0.53380581	0.476919411	0.413046183	0.45791961	0.496999701	0.465369156
"AT5G19780.1;AT1G64740.1;AT5G19770.1"	0.851906805	1.081779484	1.063242456	1.052876729	1.045440153	1.136627344	1.05769594	0.931527374	0.99759769
"AT4G35100.1;AT4G35100.2"	2.171491393	2.955772681	2.43311978	3.328012166	3.1020808	3.174478579	3.391705401	2.622827721	2.525061405
AT1G11430.1	0.654507607	0.711134046	0.683683244	0.67288255	0.705854022	0.546246788	0.593928743	0.660964346	0.568417498
AT3G23810.1	0.449543261	0.484172534	0.549042852	0.408957932	0.42358889	0.302337565	0.48650358	0.437134632	0.416636691
"AT3G18780.2;AT3G18780.3;AT3G18780.1;AT1G49240.1"	0.905325498	1.066133252	0.970165468	0.974963169	1.04625163	1.086256411	1.013994536	1.046028834	1.032879022
AT4G23850.1	0.816258947	0.804456228	0.55095883	0.636360485	0.633053669	0.684690375	0.611995801	0.740691483	0.760237422
AT3G43520.1	0.517349869	0.401228264	0.346678892	0.423958726	0.498587436	0.610175376	0.461184553	0.735508748	0.608041796
AT4G33010.1	0.569485724	0.542539106	0.53147455	0.75307425	0.514578706	0.664221414	0.420297837	0.637430945	0.563163109
"AT2G34420.1;AT1G29920.1;AT1G29910.1;AT2G34430.1;AT1G29930.1"	1.647556359	1.399930643	1.179274881	1.194344669	1.160054968	0.920303525	1.040860812	0.948501716	4.157130614
"AT3G01500.2;AT3G01500.1;AT3G01500.3;AT3G01500.4;AT5G14740.9;AT5G14740.8;AT5G14740.7;AT5G14740.2;AT5G14740.6;AT5G14740.1"	0.427434357	0.655637633	0.600863799	0.678404193	0.619225728	0.574118361	0.501315614	0.621401301	0.519499299
AT2G47840.1	0.685770131	0.553275332	0.680556788	0.484501453	1.537519394	0.393199572	0.407103066	0.480553386	0.664933003
"AT5G23860.1;AT5G23860.2;AT5G62690.1;AT5G44340.1;AT4G20890.1;AT2G29550.1;AT5G62700.1"	0.708389351	1.234776446	1.099364222	1.231616837	1.002822717	1.336693772	1.120219076	1.243095397	1.017187751
AT5G54270.1	0.772545648	0.839082738	0.88190763	0.795787224	0.92099636	0.779652962	0.894376795	0.890691352	0.865557812
AT5G48930.1	1.729355239	1.032453076	1.006106091	1.233147393	1.543586143	1.420888172	1.161114492	1.177166931	0.856078781
AT3G12390.1	0.902954967	0.896843017	0.741655348	0.873969273	1.169500535	0.735365931	0.665155377	0.747977314	0.655692861
AT1G64770.1	1.28688174	0.723232469	0.703391667	0.639693985	0.614386189	0.502215951	0.632186973	0.5962562	0.521987563
"AT5G03300.2;AT5G03300.1;AT5G03300.3"	0.394237478	0.634529584	0.445068932	0.547369588	0.39065342	0.4372344	0.373259119	0.513023689	0.438322813
"AT5G38410.2;AT5G38410.1;AT5G38410.3;AT5G38420.1"	0.669733999	0.688709346	0.647900444	0.707783396	0.674864237	0.529572049	0.582143049	0.666345005	0.563749935
"AT1G67090.2;AT1G67090.1"	0.488297338	0.569899486	0.50750205	0.536243314	0.457421973	0.375035555	0.42035087	0.509704424	0.439511235
"AT2G23600.1;AT2G23600.2"	0.586199531	0.598444784	0.654255652	0.4865301	0.814109047	0.428906293	0.6758398	0.503557039	0.518084654
AT4G02620.1	0.452715028	0.677417758	0.548844372	0.68313849	0.876630704	0.940052252	0.840796867	0.783127892	1.065698066
AT3G05530.1	0.623940245	0.899200457	0.762037529	1.071017796	1.068952989	0.562419753	0.876052568	0.803210104	0.750258368
"AT4G30190.2;AT4G30190.1;AT2G18960.2;AT2G18960.1;AT2G18960.3;AT5G57350.4;AT5G57350.2;AT5G57350.3;AT5G57350.1"	0.604606548	0.655784686	0.631815807	0.680145447	0.735406793	0.918877362	0.733096282	0.680915303	0.689033081
"AT3G14415.3;AT3G14415.1;AT3G14420.4;AT3G14420.6;AT3G14420.5;AT3G14420.3;AT3G14420.1;AT3G14420.2"	0.438475157	0.562664612	0.574453954	0.625525151	0.707697772	0.576770844	0.531976001	0.663923261	0.547094144
"AT2G34480.1;AT2G34480.2;AT1G29970.2;AT1G29965.1"	0.594280022	0.703821206	0.648917995	0.833378183	0.422769861	0.441743245	1.260830206	0.367230629	0.442142765
AT1G79850.1	0.743782781	0.747569766	0.746594172	0.587352843	0.504429836	0.413349725	0.482628827	0.569880555	0.496721171
AT5G58290.1	0.511051723	0.689307324	0.671266486	0.621365296	0.504383174	0.631948151	0.617259915	0.655488696	0.549372671
"AT2G36880.1;AT2G36880.2;AT1G02500.1;AT1G02500.2;AT4G01850.2;AT4G01850.1"	0.793705461	0.974152539	0.790075576	0.732463606	0.611164623	0.554449696	0.562664737	0.669946709	0.679953254
AT2G27720.1	0.563117612	0.612790251	0.574323996	0.47146043	0.389917778	0.407746309	0.403553351	0.462214802	0.41998212
"AT4G26300.5;AT4G26300.2;AT4G26300.1;AT4G26300.4;AT4G26300.3"	0.831445122	0.689226095	0.653150954	0.636823027	0.996772209	0.825061128	0.705820598	0.782160552	0.777252714
AT1G35500.1	0.750774767	0.706449467	0.712906978	0.61187607	0.46121956	0.598566631	0.568595047	0.631312136	0.581768658
"AT3G61440.2;AT3G61440.4;AT3G61440.1"	1.189566627	0.555341143	0.447079092	0.559161347	0.540178356	2.289345647	0.781116271	1.817847015	0.666707962
AT3G16140.1	0.935040239	1.733263544	1.263031828	0.987759453	1.195995713	1.034490857	1.146194416	0.945281364	1.011051317
AT1G16030.1	0.666437219	1.046083653	0.786887234	0.576009896	0.544741297	0.565749441	0.339044271	1.949530897	0.735275582
"AT1G29920.1;AT1G29910.1;AT1G29930.1"	0.505205174	1.00484881	1.090774947	1.068640816	0.847112087	1.030192957	0.678480299	0.776019974	0.775546253
AT1G12780.1	1.221805655	1.312548366	0.796841775	2.225592528	1.645244638	1.503323633	1.647450373	1.197766443	2.622663648
"AT3G61050.2;AT3G61050.1"	1.161621842	1.236987373	1.001474055	1.247961486	1.108523124	0.978986583	1.011107657	1.119778343	0.942815695
"AT5G01750.1;AT5G01750.2"	0.528500376	0.403762742	1.458850665	0.792444753	1.090162195	0.70316711	0.859503687	1.460240357	0.837412897
"AT2G20530.1;AT2G20530.2"	0.472395824	0.635149391	0.788685476	0.512211232	0.50815559	0.527804453	0.48810302	0.520320647	0.501499971
AT5G53480.1	2.11521619	0.793199907	1.114860056	0.78208097	0.967521161	1.521211777	1.050634835	0.942643191	1.337781566
"AT5G37475.3;AT5G37475.2;AT5G37475.1"	0.613019285	1.996437207	0.855249031	1.199666949	1.024598874	2.327674915	1.023523471	0.512027562	1.103367944
"AT5G16070.1;AT3G02530.1"	0.759407968	0.805541282	0.785163489	0.64897427	0.658602729	0.753392008	0.585709074	0.771306785	0.65952703
"AT1G28600.1;AT1G28600.2"	0.742208503	0.770618532	0.417187778	0.448519776	0.711826468	0.547011993	0.547809741	0.614433971	0.539418
AT5G59420.1	0.515962946	0.679783121	0.813794023	0.913980138	1.026501942	1.137350448	0.88351331	1.088950565	1.242714973
AT3G23700.1	1.030037192	1.12156854	0.628825801	0.793994701	0.704118165	0.557098151	0.639435444	0.840356172	0.596579114
"AT5G14260.1;AT5G14260.3;AT5G14260.2;AT5G14260.4"	0.736556806	0.940876032	0.935043162	0.789944619	0.865133931	0.754270341	0.673968051	0.722155367	0.72287179
AT2G34630.1	1.057814155	0.692016645	0.638080779	0.539309549	0.466413948	0.425653436	0.472359672	0.514286052	0.464664391
"AT5G10450.3;AT5G10450.2;AT5G10450.4;AT5G10450.1"	1.21338783	0.859157736	0.931467512	0.828767534	0.825622422	0.764888549	0.753242694	0.911319167	0.875768623
AT4G25900.1	0.396070235	0.525840411	0.937328573	0.667190376	0.575842141	1.017004537	0.669586578	1.12983837	0.814237268
AT3G62530.1	0.603229835	0.604494035	0.539051092	0.320847085	0.247733576	0.365548925	0.347797009	0.260744728	0.386273176
"AT4G35830.2;AT4G35830.1;AT2G05710.1"	0.670585691	0.580426444	0.596386359	0.603971965	0.715875561	0.62440934	0.58605805	0.601988457	0.710823066
"AT5G08650.2;AT5G08650.1"	0.643774824	0.553840595	0.536542073	0.523235163	0.865028542	0.506971966	0.272883758	0.563435014	0.752974823
"AT5G58060.2;AT5G58060.1"	1.066620487	0.946194961	0.789215581	0.806121643	0.907138959	0.89931743	1.053961896	0.961327655	0.791798566
AT2G33255.1	0.661591762	0.890095996	0.99891529	1.597435371	1.102472533	1.783311121	0.822296473	1.273771691	1.005092634
"AT3G05420.1;AT3G05420.2"	0.368945603	0.567412957	0.480727189	0.774475389	0.648830368	2.270903686	0.873332747	0.68489759	0.657669839
AT4G14090.1	0.376810881	1.173189917	3.272366218	0.801912769	0.551757856	0.717327984	0.308379292	0.934281136	0.439879236
AT1G74850.1	1.08481839	0.714757603	0.914437046	1.86499512	0.620065593	0.937545004	0.769924506	0.679235766	0.531174296
AT2G35960.1	2.090006783	2.147316668	1.932716469	1.982579341	2.023079345	2.02197026	1.891158727	2.28333209	2.115208567
"AT3G04940.1;AT3G04940.2"	1.336222256	1.180877631	1.077697404	1.242393046	0.421432324	1.252112189	1.408341717	0.785559933	0.336541858
"AT1G36160.2;AT1G36160.1"	0.686906582	0.750613332	0.879727567	0.696841046	0.873612651	0.867894609	0.62693117	0.84715775	0.743661671
"AT5G27640.2;AT5G27640.3;AT5G27640.1;AT5G25780.1"	1.23113794	0.955980056	0.779967579	0.702742785	0.549956813	0.72542211	0.608340286	0.569679845	0.534427364
AT4G31500.1	0.561697133	0.607632117	1.053878089	0.707660843	0.884693948	0.771034236	0.817632848	0.987811191	1.748469002
"AT1G35850.1;AT1G35850.2"	0.764393796	0.799858913	0.773123828	0.763067555	0.714574244	0.650742849	0.647993094	0.71702282	0.679248344
AT1G14410.1	0.810673448	1.345591659	1.306064751	0.984622453	0.840619679	0.768600063	0.823420103	0.703205182	0.785505136
AT5G14350.1	0.741297804	1.259158127	1.698933432	0.803628514	1.749846579	0.603931268	1.539418749	0.770405511	0.993040892
"AT5G44070.1;AT5G44070.2"	0.860240092	0.617934888	0.568738787	0.684791825	0.656483394	0.544426237	0.56976718	0.659290214	0.734115561
AT5G62190.1	8.871720364	0.632419436	0.604896732	0.867776557	0.663551863	1.332303983	0.798763598	0.83057759	1.273339973
"AT2G04690.1;AT2G04690.3;AT2G04690.5;AT2G04690.2"	0.791905316	1.007073528	1.016813575	1.117503436	1.167946522	1.132454372	1.490107441	1.22894647	1.252677265
AT1G30530.1	0.91193594	0.566156464	0.563834443	0.524545291	0.458523753	1.04988802	0.628185911	1.298738454	0.783844261
"AT2G19080.1;AT2G19080.2"	1.54175171	2.321089436	0.557285134	1.581752931	0.692899902	0.468454416	0.96481109	0.355058352	2.308403969
AT3G55330.1	1.130794526	0.677610297	0.818896443	0.577540707	0.638781193	0.742161227	0.635808962	0.620289261	0.638796253
AT4G37980.1	2.552258794	0.53692893	0.697845267	1.094519161	1.383699824	1.463015272	0.909966104	1.376544994	1.213061355
AT1G52040.1	0.706249083	0.464583753	1.016813093	1.323485314	0.861084964	0.678495896	0.931209412	1.450882596	1.595933568
AT1G71480.1	2.078264105	3.504665586	0.875732154	1.383155973	1.093711879	0.988317429	0.945227107	1.171781165	1.200537304
AT1G70820.1	0.11129682	0.83868136	0.897742489	1.015318777	1.053650295	1.043392514	0.888082052	1.223813107	0.925833708
AT4G24330.1	3.044985228	0.679030482	0.785261414	0.62135518	1.694626693	1.324341647	1.159579749	0.705106811	0.795762938
"AT2G34470.1;AT2G34470.2"	0.137296728	0.784933133	0.364545563	0.446759788	0.60959653	0.389035474	0.915046322	0.766043296	0.474701763
"AT3G61440.3;AT3G61440.2;AT3G61440.1"	0.510594838	0.570837434	0.537779433	0.596762719	0.614372418	0.561157559	0.698160941	0.729385218	0.674931215
"AT4G16760.2;AT4G16760.1"	0.37607417	0.807952066	0.840544685	0.790498225	0.64204937	1.500511759	1.620803747	0.963944556	0.784161062
"AT3G60340.2;AT3G60340.1"	2.800822711	0.676888949	0.348469945	0.707438102	2.726225301	4.21313458	0.342665216	0.338380139	2.900113818
ATCG01010.1	0.521590597	0.676903941	0.771367512	0.68576281	0.581832149	0.812506846	0.510194414	0.726135388	0.707214489
"AT1G53580.2;AT1G53580.1"	0.578473601	0.378929772	0.427191811	0.505357319	0.961494886	1.967981633	0.491843283	0.657610582	0.94825383
"AT5G43780.1;AT1G19920.1;AT4G14680.2;AT4G14680.1"	0.554463916	0.695354259	2.94210212	0.897585332	0.593222428	0.552170523	0.514960342	0.718438072	0.504437698
"AT5G65270.1;AT5G47960.1;AT4G39990.1"	0.742247052	1.603899411	0.91912689	0.800898433	0.766882901	1.088043202	0.927077501	0.458655921	0.814490491
"AT3G01280.1;AT5G15090.2;AT5G15090.1"	0.387986906	0.528697579	0.842092897	0.421534686	1.39774378	1.351869536	0.528671557	0.598343012	3.189554501
AT3G06860.1	0.433142646	0.70797985	0.575908708	0.768819232	0.773107455	0.768565593	0.90943596	0.891881883	0.844230479
AT3G01440.1	0.696301238	0.813858886	0.660302181	0.741228997	0.783295891	0.707314559	0.822048455	0.934037709	0.720004347
AT4G26500.1	0.602667031	0.686639728	0.825359654	0.571948207	0.556311511	0.607256835	0.570590101	0.488451571	0.605402821
AT4G13780.1	0.864497176	0.728935362	0.72619664	0.801373875	0.880916664	0.657568068	0.713002999	0.770476588	0.746902454
"AT5G49030.2;AT5G49030.3;AT5G49030.1"	0.495813786	0.761898473	0.592986666	0.602604038	0.577761928	0.558823312	0.634265092	0.527203216	0.834502188
"AT2G16950.2;AT2G16950.1"	1.689478744	0.740207602	0.972742269	1.099462118	1.555678697	0.808041886	0.669727504	0.864066191	0.628849574
"AT5G37720.2;AT5G37720.1"	0.811610666	0.453584829	0.400262235	0.4977226	1.484984337	0.363912525	0.494724556	0.976097672	0.805713848
"AT2G32080.1;AT2G32080.2"	0.654023446	0.484877057	0.642270885	0.511762033	0.708208138	0.804965322	0.705925652	0.894431256	0.763535729
"AT3G49870.1;AT3G49870.2"	0.947296102	1.018200426	0.984485061	1.241797616	1.006070055	0.918292484	0.928921934	0.963897457	0.968339139
"AT2G18110.1;AT1G30230.1;AT1G30230.2"	0.68508964	0.868094078	1.842675571	0.8928007	1.122885058	1.044885073	1.015164561	0.763946821	0.948115799
"AT2G43910.1;AT2G43910.3;AT2G43910.2"	0.842518106	1.090517036	1.040972708	0.890324252	1.117942524	1.197915119	1.040917862	1.099075044	1.122286791
"AT3G02360.1;AT3G02360.2"	0.394805896	0.534411701	0.49560194	0.502679541	0.551425454	0.550665285	0.557771245	0.668977932	0.599112897
"AT2G24060.1;AT4G30690.1"	0.809811897	0.734694461	1.100091905	1.245247428	0.625027114	0.60281384	0.550411151	0.573734261	1.037825565
"AT2G37040.1;AT3G53260.1;AT3G10340.1"	0.400933823	0.292887371	0.747776549	0.443588642	1.020176545	1.700549926	1.624938233	0.509512941	0.748293716
AT3G54470.1	0.587869451	0.737781051	0.707998652	0.628267288	0.670703966	0.59113026	0.59219496	0.671756782	0.659317246
AT3G61820.1	3.871401363	0.569712979	0.65358648	0.511028516	0.758088752	0.87921377	5.999090072	0.88848543	0.742202145
"AT2G17840.1;AT2G17840.2"	0.421198305	0.544418996	0.358461713	0.391835734	0.518601963	0.792726369	0.591956132	0.695362945	0.77070975
AT5G06140.1	1.321919129	1.123433223	1.623455202	1.072162111	1.929315764	0.914580201	1.208645816	1.518432757	1.273096671
"AT3G28270.1;AT3G28270.2"	0.557034221	0.714722397	0.6382203	0.779555421	1.233996667	0.672688918	1.214646561	1.317783572	1.282562525
"AT4G12420.2;AT4G12420.1"	0.973027136	2.211268284	1.783266605	1.960010963	1.789671148	2.515425535	2.192957021	2.063159422	1.950828278
"AT2G32520.2;AT2G32520.1;AT2G32520.4"	0.85181796	0.579414132	1.165348744	0.609379266	0.633122781	1.530827034	0.667923154	0.480022037	0.714359965
"AT3G26618.1;AT1G12920.1"	0.991827417	0.800027971	0.674113531	0.735418951	0.568127567	0.938442484	0.593845558	0.631498681	0.972656656
AT2G42910.1	0.410767089	0.80881435	0.744105312	0.755081966	0.88867843	0.841136644	0.618636917	0.7182502	0.616943452
"AT4G30190.2;AT4G30190.1"	0.570881655	0.703464482	1.139658146	0.779788536	1.090168535	0.914205684	0.977940283	0.822771247	0.795518554
AT1G65590.1	0.701501422	2.502878683	1.9749655	2.463328292	1.701597242	1.405069766	3.319381599	1.756741845	1.272866099
AT4G39080.1	0.66566741	0.587461434	0.605958932	0.723072168	0.802612033	0.774427074	0.769614232	0.898225336	0.741006083
"AT3G13300.1;AT3G13300.2;AT3G13300.3"	0.423760679	0.564161605	0.860544427	0.526692158	0.820977828	0.677352448	1.080774208	0.704103781	0.86986905
AT1G17050.1	0.301406596	0.779049971	0.971133886	0.742370293	0.344384503	0.957341157	0.67663851	0.204459238	0.393368014
AT4G12650.1	0.776718008	0.483051499	0.499326831	0.437195267	0.542835318	0.40776195	0.387864021	0.910783863	0.475647425
AT4G29010.1	0.348960994	0.691478901	0.649528423	0.677086528	0.958923479	0.911362912	0.974854691	0.864565581	0.873399626
AT5G04900.1	2.099388859	0.669813965	1.735140301	0.829082693	0.968470436	0.580354185	0.749285424	0.760384139	0.709469519
"AT5G59290.2;AT5G59290.3;AT5G59290.1;AT5G59290.4"	2.407970396	0.68046938	0.538109506	0.679250296	0.713558275	0.947541932	0.644476754	0.412237137	0.64695906
"AT3G15520.2;AT3G15520.4;AT3G15520.3;AT3G15520.1"	0.768799935	0.851220265	0.814453527	0.785940879	0.761253357	0.788711431	0.734151326	0.732556155	0.766208951
"AT5G04280.2;AT5G04280.1;AT5G04280.5;AT5G04280.4;AT5G04280.3"	0.470005808	1.073501885	0.950230955	0.993716439	1.204727738	0.698287918	0.875958453	0.708678099	0.728207926
AT1G68830.1	0.865977178	1.353734249	1.470990207	1.994772839	1.453346707	1.789968536	1.880803442	1.812132741	3.860110834
"AT5G05270.1;AT5G05270.2"	0.380089491	0.976797932	0.416980577	0.807400311	0.66675858	0.651859222	0.843138496	0.703909284	0.606284053
AT1G66530.1	1.196137008	0.994408801	1.038333608	1.359745242	1.122900834	1.144387069	1.095555714	1.099967158	0.879737364
