Condition	Heat	Heat	Heat	Heat	Heat	Heat	Heat	Heat
State	Acclimation	Acclimation	Acclimation	Acclimation	De-Acclimation	De-Acclimation	De-Acclimation	De-Acclimation
"AT4G14880.1;AT4G14880.2;AT4G14880.4;AT4G14880.3;AT4G14880.5;AT3G22460.1;AT3G22460.2"	881248.8503	4086405.122	631561.5967	4632286.578	1896279.354	927727.6836	2184546.35	7.39E+133
"AT2G31610.1;AT5G35530.1;AT3G53870.1"	3716703.849	4526990.508	2565608.398	2412551.736	1323609.234	2014897.328	2408259.386	2475357.364
"AT3G02080.1;AT5G61170.1;AT5G15520.1"	5676580.01	4263593.371	3238712.12	3509779.072	1643642.139	2175210.782	2097192.986	2880327.246
"AT5G11880.1;AT3G14390.1"	886816.5904	1390137.458	889981.8157	1497952.22	6524852.656	1079602.389	7388637.723	1132443.767
"AT3G12110.1;AT5G09810.1"	6316482.882	6120684.625	6178718.296	7599955.222	5486387.317	6519280.972	6897758.921	7102531.89
"AT1G08200.1;AT2G27860.1"	982063.7033	1145421.778	590740.2552	1178759.13	533121.7125	767098.9061	1092849.557	1331306.636
"AT5G19990.2;AT5G19990.3;AT5G19990.1;AT5G20000.1"	807562.3102	1817330.286	640821.0696	422497.4463	374574.6154	642518.045	2.95E+18	429710.0172
"AT1G62020.1;AT2G21390.1"	621942.5072	759840.7829	567950.1661	718511.1526	585927.1515	553502.7128	715226.7148	788906.3251
"AT3G13920.1;AT3G13920.4;AT3G13920.5;AT3G13920.3;AT3G13920.2;AT1G54270.1;AT1G54270.2"	1326268.402	1523825.783	915697.215	890254.5224	1010276.31	1027611.19	926105.5663	1041087.794
"AT4G22010.1;AT1G41830.1"	2000236.123	1977467.495	1724751.699	1806200.682	1457272.524	1710438.608	1950269.516	1951843.045
"AT3G18780.2;AT3G18780.3;AT3G18780.1;AT2G42100.1;AT1G49240.1"	7689345.116	8198187.813	5886035.689	8103841.054	5521942.801	6899115.027	7317686.382	7696282.407
"AT1G33140.1;AT1G33120.1"	5735592.162	4961030.67	3513056.183	3623015.448	2121429.425	2744854.443	3039679.942	3314259.029
"AT3G15730.1;AT1G52570.1;AT1G52570.3;AT1G52570.2"	2433956.571	2114582.418	1536123.465	2408551.083	1191797.389	1701411.978	1610493.253	2379544.706
"AT2G36250.2;AT2G36250.3;AT2G36250.1;AT2G36250.4;AT3G52750.3;AT3G52750.2;AT3G52750.1"	635274.5359	709845.4577	506551.0199	581462.6164	350146.2722	459493.4234	471236.3253	603916.2134
"AT5G09550.1;AT2G44100.2;AT2G44100.1;AT3G59920.1"	966632.6098	599957.5782	571384.2485	1059689.356	466180.7738	571398.3829	649110.185	825481.9997
"AT3G26650.1;AT1G12900.3;AT1G12900.4;AT1G12900.1;AT1G12900.5;AT1G12900.2"	18665106.12	18346033.46	15459252.2	17328662.91	10285776.65	11892141.89	12525134.18	16220293.95
"AT3G01500.2;AT3G01500.1;AT3G01500.3;AT3G01500.4;AT5G14740.9;AT5G14740.8;AT5G14740.7;AT5G14740.2;AT5G14740.6;AT5G14740.1"	37651209.91	27737691.6	37583640.26	23780596.18	21262546.55	21548231.03	21437794.54	21790364.12
"AT4G22690.1;AT4G22710.1"	298941.9168	517339.1658	218097.9332	469803.7612	243074.1458	309063.358	465896.0495	643858.0948
"AT5G54190.2;AT5G54190.1;AT4G27440.2;AT4G27440.1"	5089541.346	4773037.638	2556954.791	2477938.377	1546270.964	1990905.485	1788277.771	2577274.928
"AT5G04140.1;AT5G04140.2;AT2G41220.1"	2769974.194	2651980.348	2202315.507	2686968.828	1825775.043	1723638.724	2475052.303	2274603.237
"AT1G56340.2;AT1G56340.1;AT1G09210.1"	1943027.122	2296245.161	1581648.863	1994285.859	1548653.86	2.10E+69	1980991.833	2413381.798
"AT2G21330.3;AT2G21330.1;AT4G38970.1"	896067.4075	729262.9678	646081.048	691985.2645	360481.8501	349596.8681	550163.6014	590382.6479
"AT4G14960.2;AT4G14960.1;AT1G50010.1;AT5G19780.1;AT1G04820.1;AT5G19770.1"	8529494.009	9429837.44	6969975.19	9478639.075	6638176.287	7003054.256	7770982.14	8035064.571
"AT3G14940.1;AT3G14940.2;AT1G53310.2;AT1G53310.1;AT1G53310.3;AT2G42600.2;AT2G42600.1;AT2G42600.3"	1632328.75	1647797.011	1318193.268	1265144.853	652816.3455	937704.4379	952595.9805	1267690.117
"AT1G70410.1;AT1G70410.2;AT1G70410.3;AT1G23730.2;AT1G23730.1"	3338835.831	3660627.483	2905178.172	2853627.157	1951602.368	2653341.041	2653243.065	2865474.652
"AT1G49630.5;AT1G49630.2;AT1G49630.1;AT1G49630.3;AT1G49630.4;AT3G19170.1;AT3G19170.2"	631016.4406	1158552.659	397064.8324	476878.9942	655502.358	574036.0205	1067767.027	612255.8249
"AT2G17360.2;AT2G17360.1;AT5G58420.1;AT5G07090.3;AT5G07090.2;AT5G07090.1"	5690276.469	7362509.043	4294647.566	5173222.579	2694566.912	3197577.675	3307403.512	3917501.685
"AT5G25100.2;AT5G25100.1;AT5G10840.1"	391438.879	581524.8075	297892.9294	261731.4422	255209.248	338454.3391	368753.599	361092.8919
"AT1G72730.1;AT3G13920.1;AT3G13920.5;AT3G13920.3;AT3G13920.2;AT1G54270.1"	3448605.711	3377114.508	2145473.498	2026412.857	1382832.306	1582590.01	1927394.19	2029884.701
"AT4G31700.1;AT4G31700.2;AT5G10360.1;AT5G10360.2"	3389798.402	3292947.601	1697505.019	2131287.658	892370.1207	2.21357E+12	1399615.233	1807906.538
"AT3G51420.1;AT3G51430.2;AT3G51430.1"	532394.8514	323852.2269	479014.9893	373937.9814	224359.3823	420539.4489	275955.5716	310863.5112
"AT4G17530.1;AT5G47200.1"	1532016.419	1522651.471	1079642.93	1235261.995	742491.9107	731781.0889	674553.1123	1380236.636
"AT5G18180.1;AT3G03920.1"	399206.3726	896685.799	293398.4562	405127.6169	256352.262	283163.2195	228224.7676	389605.9372
"AT5G03300.2;AT5G03300.1;AT5G03300.3;AT3G09820.1;AT3G09820.2"	4234556.05	2653329.793	2359776.925	2109021.353	1125177.066	3198970.055	1617217.405	1782357.655
"ATCG00900.1;ATCG01240.1"	3161476.637	3217286.585	1236323.621	2565355.955	1476117.597	1316872.945	2296554.355	2714651.994
"AT5G17920.1;AT5G17920.2;AT5G20980.2;AT5G20980.1;AT3G03780.1;AT3G03780.3;AT3G03780.2"	10910654.15	12790131.54	8397765.107	7630524.379	6648324.484	8466228.328	9387578.41	9137197.703
"AT1G58380.1;AT3G57490.1;AT1G58684.1;AT2G41840.1;AT1G59359.1;AT1G58983.1"	5195397.849	5376921.765	3349380.218	3379535.636	2088106.549	3591103.258	3251339.318	2920799.139
"AT2G21330.2;AT2G21330.3;AT2G21330.1;AT4G38970.2;AT4G38970.1"	14249289.63	19128467.6	11640314.76	14385080.39	10522080.98	11068133.91	14013972.48	12148136.57
"AT3G18780.2;AT3G18780.3;AT3G18780.1;AT5G09810.1;AT1G49240.1"	9048273.85	9009991.074	8520065.654	10831694.1	7109527.923	9318223.031	9686282.176	10548449.9
"AT1G20200.1;AT1G75990.1"	696021.8971	672429.0527	550871.6499	562810.2708	405865.7407	442565.7673	457975.1907	677297.3584
"AT3G09790.1;AT3G09790.2;AT4G05320.4;AT4G05320.8;AT4G05320.3;AT4G05320.2;AT4G05320.6;AT4G05320.1;AT4G05320.5;AT4G05320.7;AT1G65350.1;AT4G02890.4;AT4G02890.1;AT4G02890.3;AT4G02890.2;AT2G36170.1;AT1G23410.1;AT1G55060.1;AT5G37640.1;AT4G05050.2;AT4G05050.1;AT4G05050.3;AT4G05050.4;AT5G03240.3;AT5G03240.2;AT5G03240.1;AT2G35635.1;AT1G31340.1;AT3G62250.1;AT2G47110.2;AT2G47110.1;AT5G20620.2;AT5G20620.1;AT3G52590.1"	8856056.252	8233455.013	6522240.622	7065969.344	2816680.365	5976756.728	3301144.168	4826309.703
"AT5G52650.1;AT4G25740.1;AT4G25740.2"	2733829.918	2534504.366	1750231.886	1760950.103	1223214.755	1319845.995	1641049.705	1736801.155
"AT4G16720.1;AT4G17390.1"	7309828.66	2891396458	4286319.385	3905100.716	2872972.806	3617395.283	3587306.364	5168505.912
"AT5G03690.2;AT2G36460.1;AT3G52930.1"	3518126.666	5476053.015	3010680.97	4455725.982	3344404.947	3114717.537	3030181.243	4260910.541
"AT4G13940.1;AT4G13940.4;AT3G23810.1"	15091168.44	10728359.52	9115717.773	8488720.653	6416846.903	7004098.958	8785314.241	8844464.585
"AT5G54190.1;AT4G27440.2;AT4G27440.1"	1912331.469	1611840.905	1060629.62	742179.6162	489145.9508	708548.6621	492529.1893	800409.3433
"AT2G27530.1;AT2G27530.2;AT1G08360.1;AT5G22440.1;AT5G22440.2"	2209703.05	1405358.406	854658.8261	1349043.177	697145.1018	816966.651	920716.613	1146408.745
"AT3G14415.3;AT3G14415.2;AT3G14415.1;AT3G14420.4;AT3G14420.6;AT3G14420.5;AT3G14420.1;AT3G14420.2"	10152014.71	7724360.011	7982831.009	7924041.462	4402201.787	6005988.957	4369067.865	5785783.613
"AT1G75940.1;AT1G52400.3;AT1G52400.1;AT1G52400.2"	796669.173	1441647.727	-43389.92611	1827994.286	1917490.257	1268386.786	2976124.336	2781044.109
"AT5G27640.2;AT5G27640.3;AT5G27640.1;AT5G25780.1"	879673.0737	909468.4415	611484.5776	620798.1114	426050.1949	439117.8589	594043.1695	558308.7
"AT5G45280.1;AT5G45280.2;AT4G19410.1;AT4G19410.2"	2278953.847	2536405.15	2014372.929	3192313.183	1224543.242	2597483.503	1831639.67	2574661.227
"AT5G23860.1;AT5G23860.2;AT5G62690.1;AT5G44340.1;AT4G20890.1;AT2G29550.1;AT1G75780.1;AT5G62700.1;AT5G12250.1;AT1G20010.1"	7446845.85	8543560.502	5466757.751	5943711.875	4805353.918	8072679.428	7664417.434	6642492.775
"AT1G12310.1;AT1G62820.1"	1350421.801	1382927.626	1249153.214	1562459.815	928737.0981	927895.2151	1258371.455	736422.6777
"AT3G27280.1;AT3G27280.2;AT5G40770.1"	1429974.245	1544309.098	1094669.221	1363115.712	848783.799	1111032.18	1156055.139	1370395.112
"AT2G37190.1;AT3G53430.1"	3959869.047	4273797.181	2410499.377	2662834.11	2153906.854	2225900.335	2414977.86	2231973.664
"AT3G14940.1;AT3G14940.2;AT1G53310.2;AT1G53310.1;AT1G53310.3"	666926.3582	3.36082E+11	554147.0088	856943.7899	522763.801	573638.8173	671450.8533	852035.6923
"AT5G42790.1;AT1G47250.1"	1797996.902	1886422.502	1290129.358	2069029.587	1539550.854	1824051.429	1326830.525	1871781.033
"AT5G02500.1;AT5G02500.2;AT3G09440.3;AT3G09440.2;AT3G09440.4;AT3G09440.1;AT3G12580.1;AT1G56410.1;AT5G02490.1;AT1G16030.1"	7178268.066	4953157.911	4256755.777	4492752.531	3686005.456	4207373.464	4164206.528	3881905.835
"AT2G31610.1;AT3G53870.1"	7571123.456	6815010.45	4513858.52	3954868.946	2783945.725	3795845.432	4102338.194	3982998.562
"AT3G05560.2;AT3G05560.3;AT3G05560.1;AT5G27770.1"	8509674.44	9042382.847	5128569.834	6156140.031	3212266.997	4796267.247	5180681.92	5949082.416
"AT1G03860.2;AT1G03860.3;AT1G03860.1;AT2G20530.1;AT2G20530.2;AT4G28510.1"	1092561.331	952912.0093	785039.4775	962481.3484	614317.6136	844532.9381	855220.582	816868.8418
"AT5G56720.1;AT5G43330.1;AT1G04410.1"	2566045.816	2529341.273	2447418.426	1985848.817	2888633.375	2516709.245	3362484.615	1885123.921
"AT3G24830.1;AT4G13170.1;AT3G07110.2;AT3G07110.1;AT5G48760.1;AT5G48760.2"	5951241.041	6016893.682	3481837.355	3870875.886	2192310.066	3296159.346	3041166.382	3633361.081
"AT1G20620.4;AT1G20620.1;AT1G20620.7;AT1G20620.6;AT1G20620.5;AT1G20620.2;AT1G20630.1"	4427761.942	5415540.364	6604597.406	10182935.59	6560613.361	7964970.642	8390987.545	9664286.31
"AT4G02520.1;AT2G02930.1"	1376009.989	1411188.312	1133776.355	2513804.927	1962364.305	1991171.442	2964946.8	3934117.888
"AT2G37270.2;AT2G37270.1;AT3G11940.1;AT3G11940.2"	1892599.525	1698002.929	859714.1095	1374246.787	597507.1166	907861.8834	1120527.424	1208473.084
"AT1G58380.1;AT1G58684.1;AT2G41840.1;AT1G59359.1;AT1G58983.1"	1686566.954	2539057.324	624974.5344	810599.4754	798975.6385	1049480.451	688538.5264	964639.7353
"AT2G21130.1;AT4G38740.1"	2323996.116	2804322.276	2599593.518	2444715.118	1747897.743	2849763.188	1512059.833	2279191.188
"AT3G04840.1;AT4G34670.1"	4741254.851	3879430.097	2644115.238	2850321.395	2310973.649	2255034.856	3057446.116	2744303.459
"AT2G26080.1;AT4G33010.1"	9378567.494	10505437.04	7240994.661	9981133.328	5759458.962	7237949.732	10090215.33	9630717.565
"AT4G14880.1;AT4G14880.2;AT4G14880.4;AT4G14880.3;AT4G14880.5;AT3G04940.1;AT3G04940.2"	838767.3022	707155.4241	585192.203	876633.3046	759864.9134	689912.4774	662977.0848	828173.9856
"AT2G24060.1;AT4G30690.1"	1102001.193	1162961.986	655410.0765	848512.3151	522910.033	573379.295	589155.7947	697477.2292
"AT3G17240.3;AT3G17240.1;AT1G48030.2;AT1G48030.5;AT1G48030.3;AT1G48030.1;AT1G48030.4"	4178898.119	4023866.104	3328243.069	4521963.986	2443070.226	3257524.636	3843487.117	4371996.079
"AT3G60245.1;AT3G10950.1"	3468623.11	3088159.878	1957856.817	1899378.075	1002143.692	1736872.043	1197779.222	1811249.649
"AT1G74060.1;AT1G74050.1;AT1G18540.1"	4338500.799	4042076.866	2033204.031	2960073.439	1727383.371	2102044.5	2441663.775	3138206.931
"AT5G46430.1;AT5G46430.2;AT4G18100.1"	2544416.519	3518620.823	1546167.628	2172553.4	2673320.918	2108731.882	1628145.348	1876199.01
"AT5G56010.1;AT5G56000.1;AT5G56030.1;AT5G52640.1"	2987905.893	2708967.121	2273993.027	3318609.866	1903007.432	2330188.179	1898536.512	2276991.636
"AT3G03250.3;AT3G03250.1;AT3G03250.2;AT5G17310.2"	2368674.114	1344352.805	1519731.915	1713291.094	1107868.826	1477253.378	1256208.311	1736636.94
"AT1G67090.1;AT5G38430.2;AT5G38430.1;AT5G38410.2;AT5G38410.1;AT5G38410.3;AT5G38420.1"	492756049.6	1.57E+182	104506191.7	147109124.6	26667597967	94696961.47	4.82E+36	133968526.6
"AT5G39740.1;AT5G39740.2;AT3G25520.2;AT3G25520.3;AT3G25520.1"	8035319.94	7976113.291	6054452.851	5114509.761	3219907.143	4732528.281	5192788.389	4650489.425
"AT5G02500.1;AT5G02500.2;AT3G12580.1"	7888708.578	8251800.073	6728341.025	7195542.1	4561136.075	6396974.176	6436007.819	6170498.263
"AT5G19510.1;AT5G12110.1"	4448184.875	4046602.348	2742227.964	3122080.83	1835206.072	2283098.544	2275622.253	2726321.954
"AT3G05590.1;AT3G05590.3;AT3G05590.2;AT5G27850.1;AT5G27850.2"	8368717.751	8131144.347	4639177.974	5264406.176	3086497.523	4110674.093	4149572.269	5021060.617
"AT1G20620.4;AT1G20620.1;AT1G20620.7;AT1G20620.6;AT1G20620.5;AT1G20620.2;AT4G35090.3;AT4G35090.1;AT4G35090.2;AT1G20630.1"	5951383.356	6529605.28	6240763.115	9583515.203	5429609.441	7194311.432	6087786.109	7564050.333
"AT3G12390.1;AT5G13850.1"	3485174.782	3566193.45	2452170.885	2385113.827	1732753.852	2317087.32	1998009.156	2547796.358
"AT4G17520.1;AT5G47210.1"	1487375.741	1186632.928	731580.5889	846023.4359	391712.8854	444348.6549	697048.0414	579861.5864
"AT5G11420.1;AT5G25460.1"	8067959.553	7312001.843	7306504.523	8818581.461	6209719.639	8487281.677	7462072.141	8617918.608
"AT5G55190.1;AT5G20020.1;AT5G20010.1"	5487881.382	5336961.783	4444668.02	6312641.232	3339350.498	4643455.001	3789769.961	4962106.438
"AT5G47930.1;AT2G45710.1;AT3G61110.1"	4015605.016	3825415.867	3052059.032	1813465.662	2082223.153	1941407.63	2460552.745	1590965.525
"AT2G01250.1;AT2G44120.1;AT2G44120.2;AT3G13580.9;AT3G13580.6;AT3G13580.8;AT3G13580.7;AT3G13580.1;AT3G13580.3;AT3G13580.2;AT3G13580.4;AT3G13580.5"	4956624.846	5786700.812	3046321.931	3419316.288	2534686.415	3075535.259	3095836.213	2712068.418
"AT2G39800.4;AT2G39800.1;AT2G39800.2;AT2G39800.3;AT3G55610.1"	366539.4061	489507.1838	228778.9188	357513.8513	71343.48158	218542.406	141110.8018	218412.2231
"AT3G16400.1;AT3G16400.2;AT3G16410.1"	1846397.398	2717613.443	2230922.234	1416733.089	2173370.559	3123212.89	1928995.627	1814112.586
"AT3G22890.1;AT4G14680.2;AT4G14680.1"	841792.4546	1267991.661	696743.009	1187142.676	673050.891	679283.6252	965228.4584	1080109.673
"AT1G65930.1;AT1G54340.2;AT1G54340.1"	1456927.535	1622298.635	689635.4782	1105845.863	614094.7762	635622.637	847521.5948	992654.5839
"AT5G03690.2;AT5G03690.1;AT2G36460.1;AT4G26530.1;AT4G26530.3;AT4G26530.2;AT3G52930.1"	12452547.27	12189350.02	14907121.01	20998462.58	11142957.75	15575861.18	3648281.739	22009020.34
"AT3G60750.2;AT3G60750.1;AT2G45290.1;AT2G45290.2"	10225043.17	7205950.813	5995099.27	5243738.135	4074886.897	5880916.778	5587107.004	5434181.282
"AT4G13940.3;AT4G13940.1;AT4G13940.4;AT4G13940.2;AT3G23810.1"	5164347.895	87728441013	3939344.396	2691423.791	1482266.747	4238978.368	2236706.718	2229318.2
"AT1G36240.1;AT1G77940.1;AT3G18740.1"	8899843.7	8736080.681	4102260.226	5173572.474	3126395.41	3262127.361	4524597.462	4745653.606
"AT3G03250.3;AT3G03250.1;AT3G03250.2;AT5G17310.4;AT5G17310.1;AT5G17310.6;AT5G17310.3;AT5G17310.5;AT5G17310.2"	1637495.48	1904086.62	1377627.723	1821103.514	998664.1952	1266464.379	1382449.898	1562266.137
"AT2G07732.1;ATMG00280.1;ATCG00490.1"	9476304.209	10143041.75	10960986.85	5460788.202	3886796.862	6202164.834	6871727.117	3922359.483
"AT1G53310.2;AT1G53310.1;AT1G53310.3;AT2G42600.2;AT2G42600.1;AT2G42600.3"	2674922.654	3822538.069	1984931.706	3105257.585	1803181.958	2170243.697	2458477.113	2897970.359
"AT5G23860.1;AT5G23860.2;AT5G12250.1"	1503322.511	1137960.344	569341.4693	1102199.586	764630.8576	1100676.918	592843.9526	2444402.676
"AT5G11170.2;AT5G11170.1;AT5G11200.2;AT5G11200.1;AT5G11200.3"	1294681.606	1745729.327	1441811.018	1294625.749	722097.669	942533.1844	1114013.16	1132168.602
"AT5G45620.1;AT5G45620.2;AT4G19006.1;AT4G19006.2"	613922.709	650873.2697	469753.5968	698038.7937	349928.2789	449593.6327	471001.0833	571728.5899
"AT4G16155.1;AT3G16950.2;AT3G16950.1"	1672159.55	2003279.374	1266092.515	1556759.771	1029256.579	1199083.701	1355956.684	1586005.723
"AT4G21280.2;AT4G21280.1;AT4G05180.2;AT4G05180.1"	18317434.51	22094024.58	16272019.21	18278861.17	10280702.88	14562815.69	2.34E+35	16865884.93
"AT3G60770.1;AT4G00100.1"	4075561.935	4148140.43	2415003.44	2808095.473	2997157.086	2609891.342	4313445.075	2474132.852
"AT4G36130.1;AT2G18020.1"	2951853.59	3645411.305	1670162.596	2622972.887	1790251.468	1891231.999	2346369.991	2449368.377
"AT4G14960.2;AT4G14960.1;AT1G50010.1;AT5G19780.1;AT1G64740.1;AT1G04820.1;AT5G19770.1"	5639204.501	5503578.723	3831224.07	5619286.272	3078303.142	3665329.581	4374040.159	3464973.623
"AT3G22230.1;AT4G15000.1;AT4G15000.2"	7319947.239	8707152.805	4839585.719	5100936.885	2990417.033	4382458.707	4739908.714	5126468.919
"AT5G02500.1;AT5G02500.2;AT3G09440.3;AT3G09440.2;AT3G09440.4;AT3G09440.1;AT3G12580.1;AT5G02490.1"	5866024.712	6202444.446	4513976.732	5736860.983	3484646.46	4203560.694	4641198.235	4589548.37
"AT4G27090.1;AT2G20450.1"	5332068.12	3930969.229	3494834.369	3538600.915	2428903.237	2468864.531	2133505.156	3077015.999
"AT1G53240.1;AT3G47520.1;AT3G15020.2;AT3G15020.1"	4842680.671	4828255.774	3646236.064	4409083.112	2416539.392	3414767.371	3413857.944	4124685.568
"AT5G62300.2;AT5G62300.1;AT3G45030.1"	6341630.274	5131461.486	3237218.841	3408259.099	1879376.482	2917999.547	3268769.135	3569947.61
"AT1G08830.1;AT1G08830.2;AT5G18100.1;AT5G18100.2"	3861847.026	2758080.763	796002.0781	3250011.805	2081531.233	3124195.942	3611623.104	3884130.421
"AT4G28750.1;AT2G20260.1"	12635249.67	10879653.01	9029147.583	13104532.04	7665460.054	9800194.823	8281491.501	11532370.78
"AT1G09590.1;AT1G09690.1;AT1G57660.1;AT1G57860.1"	5129432.577	3683161.515	3225422.638	3027422.368	1666504.223	2885282.706	1985600.728	2775886.064
"AT3G04920.2;AT3G04920.1;AT5G28060.1"	762537.4955	763149.6101	459250.1268	420778.5571	288354.4285	449319.8868	372546.3983	478693.7208
"AT5G11170.1;AT5G11200.2;AT5G11200.1;AT5G11200.3"	1559937.92	1659285.802	1013374.188	1331490.764	736352.4325	912272.2193	1075327.074	1234476.679
"AT5G39850.1;AT5G15200.1;AT5G15200.2"	6175729.645	4574216.944	3259831.874	2925917.705	979303.7262	2801639.71	1424661.904	4941780.785
"AT2G27720.2;AT2G27720.4;AT2G27720.1;AT2G27720.3;AT2G27710.4;AT2G27710.1;AT2G27710.2;AT2G27710.3"	9093235	8868313.124	6242551.558	7176710.073	3069621.115	4908211.59	5020537.895	7408319.676
"AT4G35830.1;AT2G05710.1"	1366558.295	1409775.115	689034.5834	1253928.206	665432.5972	901328.9552	903416.5627	1275796.839
"AT3G46030.1;AT2G28720.1;AT5G22880.1;AT3G45980.1;AT5G59910.1;AT1G07790.1"	4762530.922	43787.38932	1590921.76	2451607.633	1309161.487	1621028.135	2511194.346	2202012.797
"AT1G02500.1;AT1G02500.2;AT3G17390.1;AT4G01850.2;AT4G01850.1"	10201266.2	8671895.141	6633654.267	4476440.049	2909849.204	4547816.32	3843375.84	4724228.162
"AT5G38430.2;AT5G38430.1;AT5G38410.2;AT5G38410.1;AT5G38410.3;AT5G38420.1"	108654943.3	129180824.5	86985825.35	116276556.3	50804892.36	90811059.02	102686393.8	113304063.1
"AT3G25800.1;AT3G25800.3;AT3G25800.2;AT1G25490.1;AT1G13320.3;AT1G13320.1;AT1G13320.4;AT1G13320.2"	686994.6884	732482.3656	506444.6449	585904.9465	445244.9851	350525.1358	591977.232	383857.9168
"AT3G16530.1;AT3G15356.1"	1790853.104	288819.8046	1785763.207	378638.8739	594632.6717	1629010.954	1348634.834	1405216.595
"AT4G03205.2;AT4G03205.1;AT1G03475.1"	702430.3955	1497545.986	565635.6579	493134.9145	674343.7031	405536.3591	880445.5567	613264.7959
"AT5G10540.1;AT5G65620.2;AT5G65620.1"	848152.6105	908379.9264	580047.3255	986997.9664	612704.7636	559720.8425	816291.8583	916428.6707
"AT4G30190.2;AT4G30190.1;AT3G60330.1;AT3G60330.3;AT3G60330.2;AT3G60330.4;AT2G24520.1;AT2G24520.4;AT2G24520.3;AT2G24520.2;AT2G18960.2;AT2G18960.1;AT2G18960.3;AT5G57350.4;AT5G57350.2;AT5G57350.3;AT5G57350.1"	585498.7065	591934.0552	578228.0985	580423.8578	449931.4108	555978.6839	463223.9586	299374.164
"AT3G23990.1;AT2G33210.2;AT2G33210.1"	1185290.729	2082165.835	1018227.98	2131715.078	1309476.388	1097652.836	1675126.909	1673769.442
"AT2G20140.1;AT4G29040.1"	622805.4875	808865.3532	410419.5406	737895.173	428370.4361	425448.7059	501946.5685	674673.8049
"AT3G49120.1;AT3G49110.1"	1054780.491	708367.6461	918839.6263	1264599.329	877499.4683	1061279.067	943580.176	1450167.269
"AT5G10450.3;AT5G10450.2;AT5G10450.4;AT5G10450.1;AT5G65430.1;AT5G65430.3;AT5G65430.2"	849147.769	864404.1181	561206.232	830445.8575	464347.0765	491538.9326	533034.0566	835501.7395
"AT3G52560.2;AT3G52560.4;AT3G52560.1;AT2G36060.3;AT2G36060.1;AT2G36060.2"	575178.0593	916155.1468	392431.8778	884652.511	438763.6099	403180.2105	745563.8409	991691.7603
"AT1G78300.1;AT1G35160.1;AT1G35160.2;AT4G09000.1;AT4G09000.2"	927026.2457	1030553.556	794235.5903	1201807.98	10336496543	629725.5594	894652.2355	838241.4068
"AT2G36250.2;AT2G36250.3;AT2G36250.1;AT2G36250.4;AT3G52750.3;AT3G52750.2;AT3G52750.4;AT3G52750.1"	492660.9764	1052931.49	436815.5609	747196.0146	366788.0647	375976.4794	507603.3699	533724.0903
"AT2G44100.2;AT2G44100.1;AT3G59920.1"	541731.3627	1149579.308	530813.1008	1367593.383	413303.4023	826537.7167	493149.1178	1158311.033
"AT1G09080.2;AT1G09080.1;AT5G28540.1"	1736263.23	2558321.853	1594203.503	2239392.106	1506471.844	1429542.964	2371494.954	2466339.991
"AT1G66530.1;AT4G26300.5;AT4G26300.2;AT4G26300.1;AT4G26300.4;AT4G26300.3"	547593.5445	562276.3041	429612.3532	489630.5261	295618.3384	380482.9436	353188.878	373451.1872
"AT5G10450.1;AT5G65430.1"	1405446.563	1268377.051	636033.9727	1444441.382	830119.1862	609533.4539	814346.496	1571460.733
"AT1G72150.1;AT1G22530.1;AT1G22530.2"	8457032.348	6813894.879	8402469.475	8834615.407	4872010.89	7619802.826	5945631.994	6824912.199
"AT4G30190.2;AT4G30190.1;AT2G18960.2;AT2G18960.1;AT2G18960.3;AT5G57350.4;AT5G57350.2;AT5G57350.3;AT5G57350.1"	1227263.397	1305767.891	1269055.006	1422232.291	892989.5344	919577.3044	847906.4359	1044296.601
"AT3G12860.1;AT1G56110.1"	352125.3936	474913.5282	216119.8266	286119.0352	250748.8303	155304.5762	324480.4195	319023.7068
"AT1G72730.1;AT3G13920.1;AT3G13920.4;AT3G13920.3;AT1G54270.1;AT1G54270.2"	8006583.05	9044870.352	6072804.971	4984318.07	5367097.261	4697288.755	7136893.425	7621251.613
"AT4G30920.1;AT4G30910.2;AT4G30910.1"	744466.5385	979964.1049	669066.3743	788622.1726	457973.7992	539483.7456	614599.2391	803075.3799
"AT1G53240.1;AT3G15020.1"	669599.3888	336026.7539	813746.6218	532043.0625	751624.2633	598218.3768	985173.6106	3081281.039
"AT5G03340.1;AT3G09840.1"	2691585.747	1775027.158	1992144.116	1306355.963	858679.5551	925103.6132	1455383.835	1630162.336
"AT1G70310.1;AT1G23820.1;AT1G23820.2"	1068357.714	1011218.988	832246.0738	809464.0467	681998.2785	542623.5722	1064892.267	509939.9083
"AT5G09500.1;AT1G04270.2;AT1G04270.1;AT5G09510.1"	9085194.538	9732610.033	2933539.986	5584939.325	1908324.314	2201380.628	3036094.881	5292367.009
"AT1G45000.2;AT1G45000.1;AT5G43010.1"	1001290.097	1188519.698	970751.4568	1006128.22	632030.7372	814151.6772	925126.1786	1011889.807
"AT5G37600.1;AT1G66200.1;AT1G66200.3;AT1G66200.2"	3033689.044	2845007.831	4313231.064	2966814.299	3038552.291	3040959.476	2456499.308	3297038.748
"AT4G39080.1;AT2G21410.1"	1212137.786	1134261.739	1243602.696	673397.7392	603243.6983	1391783.29	633091.3732	836170.9641
"AT4G19710.2;AT1G31230.1"	502013.7675	388308.944	400696.0894	309026.5974	94390192.96	1237286.538	146569.2205	57096926245
"AT3G28290.1;AT3G28300.1"	1136610.608	1176918.323	568474.6114	1245079.472	1570337.168	702112.1948	986690.5065	1390387.703
