Condition	Heat	Heat	Heat	Heat	Heat	Heat	Heat	Heat
State	Acclimation	Acclimation	Acclimation	Acclimation	De-Acclimation	De-Acclimation	De-Acclimation	De-Acclimation
AT5G14590.1	676665.2897	427768.3175	806442.9075	490717.8598	287294.6965	485810.0121	404947.7878	480104.4949
AT2G30930.1	2129314.075	2046407.36	1780914.221	2344367.251	1443158.294	2116208.826	1941421.259	2690945.463
AT4G35250.1	2087601.009	2580282.555	1236251.645	2821455.652	1198055.304	1216853.36	1847548.267	2280533.73
AT1G32060.1	8118425.538	10036901.24	6227631.818	11586693.05	7949361.027	7984434.928	9813010.213	11401045.49
AT2G29450.1	906150.1637	971030.9782	1066209.969	1537102.929	1692025.426	1613654.444	2051218.784	1561117.35
AT1G32990.1	6301089.728	6245110.863	2801483.425	3802318.87	1894730.256	2366692.686	2756101.099	3358068.393
AT3G55040.1	545206.7856	651847.7823	396291.1583	385913.7359	215861.9082	272164.4231	292433.8529	291635.0461
AT2G21250.1	683848.4602	1076200.014	652308.8804	971559.4491	781419.4063	594486.2544	1047239.307	752066.363
AT1G20010.1	3266001.465	2600970.985	2482574.829	2338304.247	2149256.046	2610636.651	2518360.876	3004546.121
AT4G18480.1	1751416.37	1351738.606	737621.2737	731894.624	367557.8157	551192.319	584170.6644	706168.8369
ATCG00270.1	17245180.07	18567342.91	14216407.1	13592796.75	9988005.192	11495750.72	12854161.59	12883022
AT4G12650.1	383669.9822	436992.3714	312159.5004	445852.1611	245757.1686	249620.3044	265253.621	434549.093
AT5G24400.1	1144078.459	612830.1108	455233.446	1225006.542	468744.9471	496004.5945	579907.7813	621053.6749
AT1G09620.1	652667.4264	760603.7518	526451.3449	559624.4334	353096.1102	546987.5176	433876.7025	493880.7226
AT5G03940.1	1783622.255	1290852.376	850668.334	994186.8538	778954.5356	884139.7094	1077793.032	950017.0129
AT5G55220.1	1583252.525	1323800.749	966128.8645	847039.2975	468497.3753	772217.5129	695795.1998	805203.8627
AT1G78060.1	493067.4305	462952.6817	409866.6053	321108.3507	264615.8829	302057.3709	283409.3972	435833.4756
AT5G24490.1	3924298.202	3188808.401	3178373.634	3006040.118	1936492.211	2357054.84	2203074.553	2243055.124
AT4G11420.1	663596.7514	576677.9185	594105.8764	476592.1706	344330.9139	458266.4882	372484.4555	427303.313
AT4G29840.1	851916.8586	1083932.832	655211.1879	1061104.289	575595.1256	650076.1409	844366.7583	694749.6038
AT3G52300.1	1027416.257	2152707.919	1123187.368	1392358.595	1259176.3	1673100.459	2119260.073	2294055.879
AT1G65980.1	1493006.33	1465168.497	4.79E+20	1747787.275	917212.5951	1431118.268	1380551.514	1549527.907
AT3G25920.1	2847155.212	3173161.403	1708975.571	1567931.52	862962.1667	1606268.006	1615513.899	1912502.774
AT3G19450.1	2331145.652	1940930.458	1616219.135	1488244.847	943087.1994	955067.9687	1139701.843	1393847.07
AT1G12840.1	1374673.442	1706689.84	1080663.572	1979122.777	1071874.413	1400468.211	1548419.019	1840896.918
AT3G42050.1	907851.0852	1389734.058	823268.8836	1695370.909	1112126.079	1186848.929	2567870.227	3346673.901
AT5G46580.1	888667.4302	1022373.917	1571827.005	338287.5138	194971.434	1038792.062	456012.9026	154588.4752
AT5G58070.1	1694177.835	2171222.402	2032123.292	2715583.104	1875211.173	2464626.291	2298798.566	3551555.299
AT1G62780.1	1499725.416	1538022.828	689940.5532	617581.2853	339657.8651	452081.0682	749949.0389	801910.3735
AT5G15450.1	527539.1158	729439.5355	465556.365	517823.0173	293174.8692	312780.8437	417862.9159	495777.1451
AT4G35630.1	505723.9725	593736.0948	413086.5868	807138.7404	38352395775	502541.9656	556049.0666	650071.5976
AT4G37000.1	198507.5553	447526.9717	255840.8775	830664.5838	15443089.46	4428894.405	10423304.91	459446.0926
AT3G07720.1	1578967.374	1130530.955	40654.07996	961965.282	293040.4832	1808398.296	1168061.95	1651541.834
AT1G73530.1	3337515.393	1733888.262	2612612.975	443746.1032	1054575.126	1616325.874	864582.4371	416913.8986
ATCG00520.1	1520375.953	1314556.798	749529.3053	1083018.557	536274.372	736655.5474	978756.9394	850135.529
AT3G06050.1	716293.2217	1082453.055	591912.8763	1053475.069	618154.5495	665362.0404	957129.333	890297.9777
AT1G47128.1	2399992.291	2278611.693	1577171.054	3048440.508	1579892.057	1833818.49	2466193.927	3232935.048
AT1G03475.1	2639891.112	2914531.346	1716897.714	2383071.442	2196036.06	2424897.306	2581146.673	2805675.704
AT1G12410.1	1459290.477	1356512.034	850118.3996	1214423.221	552006.0396	546012.9909	578278.3305	891913.0669
AT3G59780.1	556789.8234	539475.1525	362660.8819	386210.6936	223866.246	330975.3607	423017.1513	323612.9665
AT1G78370.1	3194694.416	3516818.216	2266588.128	3460482.352	2487821.984	2450390.006	3583432.359	3579217.958
AT1G37130.1	685375.3513	393637.8089	282181.0356	192352.7122	150581.6361	280896.2644	311795.7198	276716.5181
AT4G00620.1	431805.5956	400814.7884	347658.5976	495887.9396	211132.539	318836.8348	495005.4538	576191.1493
AT2G26080.1	2326705.556	2510644.072	1533415.048	1840652	999866.1943	1136873.791	1918763.489	1863617.666
AT3G54110.1	1.86E+131	569226.589	4525289.738	935440.8553	271935.5092	2981456.622	341740.6234	407065.4822
AT5G42980.1	5196929.993	5501768.35	5219129.387	6917423.441	4444514.306	4854335.344	5410453.718	6580524.517
AT5G52840.1	1105723.97	1102714.476	695046.0276	881310.5045	445334.4864	639773.3301	621847.9081	840400.5571
AT4G34200.1	761734.6262	992683.4698	600825.158	1043201.933	534625.4064	587168.9188	739154.0334	956410.1163
AT3G46970.1	759997.8154	811333.7881	594926.7382	620056.0593	396871.3039	605120.1026	660957.5692	611494.4147
AT3G16640.1	2904631.878	2733572.563	2322174.54	3689029.224	2582895.308	3305582.614	2668911.932	3537193.815
AT1G15820.1	13840450.84	12836193.83	11227561.02	12029557.35	10760591.16	9614682.03	11598812.5	11614010.97
ATCG00130.1	7662093.985	6688580.693	3529445.988	7419979.604	2717983.571	4524950.251	3180526.97	2989665.775
AT1G34000.1	1915135.68	2322072.767	1280882.406	1369671.722	844122.8234	1087369.124	1395581.983	2257263.244
AT5G50250.1	942889.7136	807185.868	732951.2436	707285.5445	644854.1363	630695.0091	949823.5115	650471.4419
AT1G09430.1	1259628.92	1328610.132	1016721.337	1307498.05	616932.6936	900832.6684	769858.0212	964834.9094
AT3G47860.1	465867.9474	539548.197	393331.8985	824583.8763	271889.6505	372755.8347	382607.1324	456846.7156
AT5G44020.1	6161102.985	5675079.213	5180046.549	5911458.978	3117189.547	5186074.95	3187538.232	5703573.244
AT2G03440.1	797473.2531	603704.1851	458558.0851	850797.8869	315186.4357	483384.3467	463768.8138	523491.7111
AT1G62750.1	2390524.666	2302271.773	1500975.225	1327460.437	794628.1891	1045719.378	1398484.462	1444056.026
AT3G46740.1	857045.0828	996371.0718	584431.0505	459659.8361	448263.8943	436696.6157	578849.8983	434146.017
AT5G10920.1	516586.7362	780576.5098	422444.1228	639128.6066	342302.2481	381780.894	528192.2997	3.83E+28
AT5G49760.1	402896.8016	556621.9797	156001.1561	672481.6162	185073.0136	337881.9737	4.30344E+11	625908.7087
AT5G11520.1	613040.3452	476033.2432	481690.8795	628064.2597	330216.2333	605542.7003	291943.4258	378870.2287
AT2G28605.1	884379.0252	507770.2414	801226.5061	231295.5223	185153.3624	375127.521	310103.4827	250362.9776
AT5G53480.1	1596104.367	2593375.072	1663376.563	3998155.017	1178797.66	2264777.724	674803489.8	2581219.108
AT3G59400.1	1315376.507	805402.8305	1460407.771	1016692.913	645105.9418	4236762692	1121123.444	537835.4357
AT1G20580.1	1163388.495	1008289.755	807086.0328	892534.5844	671204.0604	745616.4301	1024063.422	1125479.237
AT1G30360.1	1046479.799	1622444.925	994152.1489	1524308.053	934701.1571	1219917.771	1108532.468	1456953.094
AT1G05010.1	2065137.548	2601587.098	1085694.431	1788920.841	1748739.487	397230.4881	1776989.92	2455259.05
AT2G15620.1	2075333.5	2408955.952	1270837.92	1789709.86	924273.4457	1185609.329	1308169.809	1554640.064
AT1G10510.1	540692.892	385252.215	545861.0528	352255.2617	312327.0337	382470.7358	457837.6021	441469.9015
AT1G63000.1	338715.4073	1597062.167	758586.8942	1.92E+17	377415.9103	689782.1069	817269.9174	2360500.468
AT4G29350.1	3075493.087	3566106.032	2669277.057	3662156.795	1912805.598	2556863.762	3611451.233	3475174.899
AT1G77090.1	671575.5904	953231.0773	589841.5601	1152145.027	492884.0226	918945.028	675757.0593	1312474.215
AT1G31330.1	30864113.03	34259839.55	24505693.81	27346440.57	15468832.51	23775635.58	20052451.97	26581385.04
AT3G27740.1	1219259.715	7454858.439	4317757.96	10346333.87	646212.0142	10463994.21	1187414.765	10717213.64
AT5G58290.1	592668.8908	562232.4789	499062.7041	492115.3703	390900.96	420353.2769	411244.6072	453786.3535
AT3G09740.1	2423067.055	541105.3165	1498311.164	551437.8689	688836.6226	2627312.375	1529825.558	1092015.615
AT3G56650.1	1151261.072	1264506.737	705369.3274	867540.4085	975070.541	799567.5262	1001888.85	844217.4736
AT1G50480.1	542603.5773	661947.1273	524381.068	745964.88	653061.4188	672294.5039	711603.1368	698643.0148
AT3G59920.1	386820.6813	1351413.06	507749.9137	812400.3218	439737.1784	674088.6928	444288.434	583846.6202
AT4G25130.1	1802979.093	1737508.387	897191.6945	1046745.433	590053.52	738930.1456	879243.6912	1152816.495
AT5G47190.1	959367.2259	1135144.901	663226.7031	899495.2016	516896.8224	456698.5133	791919.5763	853684.3263
AT3G22890.1	903864.3127	1207430.427	671657.33	951767.493	676860.4975	659226.2526	851617.829	998645.6536
AT1G20950.1	721616.4247	733489.4259	497062.6697	560991.0454	323165.8564	433318.4798	454113.1809	443979.4199
AT2G32240.1	369298.7117	378859.9626	252727.4089	403513.4873	263766.5228	272142.8953	377271.3912	454846.5385
AT4G01900.1	1057703.351	923968.1327	818632.1471	838824.1279	634634.478	524696.119	936391.1768	1127798.751
AT3G04550.1	943257.5337	978338.4879	413338.4657	519050.7882	268889.0594	290256.5455	545039.9131	679567.1823
AT1G71500.1	1123932.843	2323070.426	1192730.185	1622391.418	999104.7035	1227894.504	1076900.787	1707858.674
AT1G78380.1	4653761.033	4864793.584	4200879.319	7448227.5	3967434.503	5190340.21	5017758.744	6186292.864
AT4G22240.1	567988.9787	958428.9395	655187.2104	1014391.63	750743.7518	919424.47	840880.0349	1017335.858
AT3G28200.1	717831.6981	810829.7641	500361.6818	767284.537	428542.5909	630521.3024	585586.5706	875277.0497
AT4G33090.1	448193.5538	671788.0027	372021.6837	615722.0083	284368.2404	388627.9726	441310.2163	497190.2179
AT1G51510.1	617968.6203	737304.7674	369278.6424	673601.3139	277554.8585	374788.7114	458049.1152	730564.6777
AT5G16710.1	2493601.257	2367103.854	1971505.098	2940678.735	1451610.036	1978950.378	2286119.392	2647466.513
AT1G06000.1	426352.3103	444984.4229	288533.1935	306978.4237	136538.6265	244608.7327	329703.7122	372130.9652
AT3G63190.1	2135703.067	2322803.107	1694641.622	1885174.35	1320540.511	1559861.901	1611395.717	1639799.931
AT1G21750.1	824623.7254	1294178.867	743167.6798	605219.6049	730926.825	820502.7186	587495.4831	715260.7307
AT3G20820.1	2738234.422	2750366.07	1975136.996	2735635.971	1959976.753	2384393.391	2138307.186	2717437.004
AT3G57560.1	545316.8041	501329.5353	330571.0593	460415.7664	232861.4687	300854.5319	221318.8616	388512.223
AT3G08920.1	659374.7558	869214.8564	552144.7938	859085.2074	426529.6643	523085.6712	654882.2028	793086.741
AT5G28500.1	1332542.049	1241014.966	650927.5008	624863.4509	323123.0367	363267.0789	687587.4856	612671.9655
AT1G06530.1	313317.6385	274573.5538	188974.4173	290382.8231	183438.1057	248029.8098	204218.2065	281577.0385
AT1G55670.1	21022093.42	18353717.81	16782684.05	15792411.53	9802566.632	13233828.78	13235934.09	14388659.43
AT5G48810.1	705572.2461	927581.3389	542595.3449	934906.0145	558785.2502	614167.8686	739657.8159	1026287.055
AT1G15980.1	995809.1081	988773.6652	791781.4365	940191.392	558638.1322	624279.9774	861881.2783	697417.2354
AT3G47650.1	2787484.103	3686526.218	1105643.754	1948362.108	214243.4543	721477.9238	310021.2304	1934116.142
AT1G21670.1	1020197.576	322076.7191	1026791.839	518364.3811	381593.3781	755458.1521	400024.2232	499360.469
AT3G11710.1	801640.821	1007643.758	527347.9387	910855.5138	417583.4441	560290.4971	689985.5235	633686.9675
AT5G01600.1	1223355.374	6.99488E+11	1169844.444	2140916.841	866819.4349	950568.4267	2307440.04	847369.475
AT1G06950.1	1425134.541	1194777.196	819809.5239	831800.6577	593301.7072	727018.017	754763.9767	883760.01
AT1G24050.1	273158.2886	201707.4393	151649.0509	2209223.8	176775.1651	1982051.906	307526.917	136514.4955
AT4G12060.1	1038799.229	1284314.191	819665.063	1186825.349	711411.1546	660263.0626	1134990.873	925774.8939
AT4G10300.1	615019.8885	508903.1186	373048.5505	596807.6748	377628.2347	2.29951E+13	132402.5484	534198.4355
AT5G55280.1	527597.4348	632312.1108	2664096.335	426932.7065	563310.0515	367936.0675	998326.4453	389957.0697
AT2G28190.1	3321062.356	1077164.473	1405534.327	1001333.112	990298.3624	1284368.538	1039719.132	986685.8796
AT5G45930.1	684793.8041	903332.72	454858.7655	420929.3273	252634.9926	873554.9078	357969.0127	399079.1382
AT2G25080.1	3946178.547	4260897.927	3461229.337	3542449.055	2210379.463	3289343.228	3048591.462	3562954.125
AT2G03550.1	205394.055	190165.3302	92562.42927	181664.6622	1580212.85	110809.7905	6.89E+27	450657.5089
AT1G04690.1	723353.6688	1138137.253	440890.0422	965603.6103	372807.3073	420869.5558	544177.722	827570.0967
AT4G35000.1	34242148.59	82322940.9	941747.2704	71217938.77	1159624.174	881629.0614	1750342.812	35821331.87
AT3G14310.1	1632207.577	1329390.686	1285430.16	1784891.771	970245.245	1763516.438	1489505.675	1762727.681
AT2G30870.1	2389295.604	2304562.97	1940920.788	3019958.918	1600414.576	2145217.304	2202496.544	3272547.794
AT3G51160.1	507190.044	304037.2753	432249.2637	365394.4626	237017.8586	339893.2343	349919.0678	374467.3472
AT5G24690.1	341844.8627	364112.4308	262199.5743	258364.7978	8069601270	187449.2328	330443.1689	242104.2585
AT5G54810.1	3110571.707	3799708.702	840596.7871	1161810.954	1474564.936	861038.6265	447520.3944	966513.8117
AT3G15730.1	1389907.174	1724360.753	1111449.073	1685564.117	1153244.922	1123928.899	1669965.506	2219438.696
AT1G06690.1	678190.5626	1030157.041	592916.7272	445945.4596	934656.5929	512011.4449	633678.2365	691376.6382
AT1G74490.1	3126534.606	3298585.049	2506056.928	2750705.472	1515737.976	1954222.714	2202485.738	2231631.361
AT5G60790.1	559525.932	500692.5112	356816.3453	249025.7746	231345.9135	322955.7293	454156.2762	266458.3365
AT1G22410.1	411587.5035	317568.7954	252754.8493	587219.2833	322537.1546	352578.3338	405986.8908	796895.6039
AT3G55250.1	672175.619	894523.9797	466226.629	456031.0322	329786.3345	340296.189	391048.1122	478956.3818
ATCG00660.1	1814200.619	2064073.637	1344669.911	1268426.569	632995.663	852234.4388	1031515.372	1127968.593
AT5G10540.1	376262.765	543831.3812	518400.3288	819895.6385	420510.9274	169689.6007	414890.5344	248337.6838
AT5G56680.1	10222988.91	90831106.05	2838398.792	2502109.804	1018830.175	409387.3559	2284491.103	8.36539E+14
AT4G17720.1	209936.6199	134477.7341	111794.728	397209.2679	25773.06368	138022.5829	135700.3531	22679903599
AT3G58140.1	867286.418	958253.8819	766667.9828	726287.9042	591667.9153	682234.2045	768863.4492	828583.4569
AT4G21445.1	300284.1749	688232.7744	457180.4298	817557.1999	277288.3618	665863.4158	270939.0716	684992.7143
AT1G09795.1	1328985.862	855840.8832	702781.0605	891642.5028	824787.0547	929873.1556	941959.8792	792359.8823
AT2G44640.1	635497.4771	598470.1651	470682.6475	542694.7826	277861.051	362705.4888	355351.8365	464664.6906
AT5G06060.1	623043.2391	566676.182	405731.2224	551880.6996	330668.4635	395992.3264	438735.3705	490760.5807
AT5G11770.1	1398023.487	1509549.484	1109397.446	1275469.649	747544.6924	905266.6906	1048028.401	1118995.349
AT4G37800.1	1926077.103	2007571.171	1209894.965	2219228.36	1161326.669	1429043.559	1926865.14	1404242.656
AT4G23670.1	7889162.773	8279485.547	8106400.903	15868156.44	8941354.637	10861001.31	9524391.33	12741474.47
AT1G12240.1	789007.8077	710351.4193	757990.4148	776674.0885	516802.8169	702278.2846	784604.767	768987.1378
AT3G23990.1	529828.0219	637420.8941	381680.4939	545881.7985	471187.877	383947.1058	572962.7136	551975.2656
AT2G38230.1	1421717.429	1605944.704	884962.2976	990581.6466	547032.1094	787134.2468	839635.6246	910352.2843
AT5G10860.1	1130013.969	1465950.842	1214419.507	1991027.333	1590022.365	1160077.776	1302649.556	1467392.882
AT5G13450.1	1842743.195	3.79875E+12	1513511.477	2106361.6	945690.8748	1303855.582	1376937.58	1593488.055
AT3G48930.1	1334870.089	713122.3146	363719.6067	2.35855E+11	303144.3936	441798.1929	574643.9919	519311.6117
AT4G30620.1	551011.2515	685868.4075	358265.5745	435488.3984	241351.1283	282025.8575	352899.8483	315701.2066
AT1G50900.1	316512.4657	880085.3842	427751.8245	377808.8473	116713.6654	567203.7051	294009.2049	42345.57104
AT5G13930.1	468925.1964	30561246480	368817.5783	4.82598E+11	1305454274	7694202604	463003.7939	1473305.303
AT5G49360.1	479363.8631	429628.1508	398972.6865	681015.3024	434780.5203	622198.298	759537.2815	653803.6733
AT5G45280.2	880690.1911	824353.8607	832563.4395	885431.0738	586409.5188	865914.6755	1070894.41	820783.0503
ATCG00780.1	2952741.425	1972417.285	1708748.802	1453592.235	1039221.132	1265155.985	1339625.585	1367626.002
AT2G36160.1	3705463.449	3794030.044	2090522.152	2416816.788	1335862.397	1880353.678	1918950.961	2270092.633
AT2G09990.1	2577305.978	2770459.564	1745641.843	2147139.325	1098790.709	1462890.235	1664973.292	2015331.974
AT1G74880.1	1904814.331	1526945.236	1157458.521	1391894.132	885739.164	2.22839E+13	1409260.698	709333.9765
AT4G38630.1	560068.927	665947.2116	498544.0234	494483.3383	467842.0812	384309.5224	101285112.7	763556.201
AT2G39990.1	676897.7841	1517359.073	523508.3811	1262264.367	737109.8079	506116.616	709861.0086	1075650.617
AT3G13470.1	913628.3142	704111.7497	681007.6878	728616.1712	395310.3165	556501.4087	421932.3281	498583.2359
AT5G10160.1	2509306.133	2749601.253	1587995.2	3390409.014	1624057.499	1872218.788	1905042.867	2331375.952
AT3G54600.1	162572.3717	4.61E+18	90670.47775	193540.1234	95994.7571	97849.06293	190985.5023	107143.8734
AT3G22960.1	1444867.272	1487112.719	1057488.153	871635.9891	535265.6161	752596.5782	686997.7189	639664.7775
AT4G01150.1	3299027.692	10638884.78	1999312.308	16776140.89	6754072.272	9222496.831	8590752.446	16718728.32
AT5G27770.1	4825185.25	3615431.534	2792594.227	3728090.324	1829899.922	2620644.378	2479405.729	3678471.714
AT4G29120.1	3748181.29	2024411.624	3572364.457	3575906.672	176780.1611	860590.495	617400.3298	448081.56
AT4G27700.1	2046165.468	2340936.335	1602214.102	2329776.451	1455158.162	1649592.079	2112429.942	2341309.728
AT2G01250.1	3190648.384	3913375.61	2151910.345	2781925.877	2149990.853	2075185.213	2761487.459	2643945.203
AT2G33040.1	1042893.499	1296714.671	847763.4733	1242974.66	794539.5175	873198.6895	1080438.231	1304099.071
AT1G65960.2	2201965.27	962092.5833	951735.2608	1199189.007	743051.941	864687.637	1033221.671	1432442.433
AT1G78850.1	1234015.667	1168375.789	1099127.759	1286637.51	703722.4322	1112867.428	678541.5601	1329346.282
AT3G52500.1	1275457.121	1543004.045	989347.6304	1720027.585	1096006.275	1324239.983	1523309.749	1596718.246
AT5G38830.1	306028.0889	497243.2325	282964.7728	410404.4405	280793.4547	359224.1143	333769.6577	335347.2664
AT2G41530.1	744866.0679	722292.3645	583758.5457	1109375.49	480420.66	588441.268	753316.8276	902598.4524
AT5G16620.1	881288.7105	943195.2732	673229.2072	806811.3928	538176.041	611047.9908	703526.857	686181.0614
AT5G11880.1	719242.8185	1044359.572	607717.0521	1056981.131	397081.3782	713405.7833	625801.9953	813548.9063
AT3G11510.1	5264685.242	4107715.666	2631354.073	2863912.078	1701999.627	2298014.49	2236793.641	2898328.135
