ProteinGroup	Bin	TP0HS	TP24HS	TP1R	TP2R	TP4R	TP8R	TP0HSsdev	TP24HSsdev	TP1Rsdev	TP2Rsdev	TP4Rsdev	TP8Rsdev	Anova	HCluster
Cre07.g330200.t1.p1	31.6.1.5.1	-0.828857122	-0.332775166	-0.338451051	-0.46415215	-1.181134959	-0.372427833	0.813606816	0.410035686	0.462323639	0.557337311	0.489684608	0.498537106	0.037067894	1360.1359.1357.1354.1346.1335.1291.1233.1210.1162.331
Cre02.g113400.t1.p1	31.6.1.1	-1.684690509	0.811612368	0.818646373	0.67659336	0.646624435	0.68549203	2.17925544	0.017401901	0.178350976	0.307335544	0.150516219	0.096210611	0.00928369	1360.1359.1342.1337.1327.1290.1180.1118.332
Cre08.g359750.t1.p1	29.2.1.2.1.09	-0.0205209	-0.204665092	-0.187327335	-0.216926535	-0.060438122	0.101225599	0.131708834	0.106183899	0.093645355	0.170078861	0.088237115	0.188843395	3.02e-11	1360.1358.1356.1351.1315.1282.1191.1072.1034.762.719.692.333
Cre10.g456750.t1.p1	21.2.1	-1.259088578	0.863399637	0.842098184	0.835310637	0.755448476	0.57532069	0.291406643	0.196222576	0.16834538	0.170476952	0.197628438	0.09943739	0.0	1360.1359.1342.1337.1327.1290.1180.1118.986.334
Cre01.g065150.t1.p1	13.1.7	0.092222118	1.153143941	0.33002675	0.515868103	0.560376836	0.581019803	0.446106613	1.068753288	0.136967099	0.365524518	0.105539268	0.366479954	0.012425251	1360.1359.1357.1350.1347.1339.1299.1259.1220.1064.335
Cre06.g269450.t1.p1	29.2.3	0.050082584	-0.104002857	0.189928148	0.107232519	0.346835098	0.300532569	0.31679701	0.2794584	0.323715969	0.146300406	0.108979497	0.159769462	0.003422686	1360.1359.1357.1354.1353.1328.1322.1252.1221.1170.950.886.852.336
Cre08.g366400.t1.p1	28.2	-0.04866948	0.388432476	0.686246605	0.58256931	0.428533654	0.269714641	0.205625568	0.194913467	0.13765139	0.263298815	0.53872172	0.285200297	0.000799849	1360.1359.1357.1350.1306.1296.1286.1253.1066.855.337
Cre03.g156050.t1.p1	29.2.5	-0.179764158	0.563802904	0.5520169	0.46519937	0.450547353	0.371153409	0.202471731	0.074677017	0.156434281	0.122877146	0.351830225	0.118384254	1.64e-07	1360.1359.1357.1350.1306.1296.1234.1166.1039.996.804.338
Cre06.g276900.t1.p1;Cre06.g276550.t1.p1	28.1.3	0.259881162	-0.309639084	-0.107783014	-0.1591289	-0.221928799	0.15347017	0.233204816	0.343286691	0.130161395	0.132963956	0.10568668	0.71874298	0.000115207	1360.1358.1356.1336.1330.1325.1285.1237.1185.1149.1012.339
Cre07.g326800.t1.p1	29.4	-0.578483194	0.665269747	0.494457554	0.54658434	0.190191536	0.24607513	0.283940282	0.11700235	0.447107051	0.567147522	0.702472696	0.56346132	0.001114964	1360.1359.1357.1350.1347.1339.1310.1249.1177.1057.958.340
Cre02.g129000.t1.p1	1.1.99	0.025246745	0.015250061	-0.144208031	-0.139742398	-0.230571447	-0.158803018	0.135653645	0.174880732	0.120030378	0.119978046	0.190997048	0.147738782	0.039928172	1360.1358.1356.1336.1262.1189.905.341
Cre09.g391900.t1.p1	21.1	-0.42039167	-0.14534779	-0.093270845	-0.115149444	-0.137589367	-0.338561134	0.13722446	0.123520699	0.149656528	0.167142435	0.147586782	0.102910611	6.53e-06	1360.1359.1357.1354.1346.1307.1266.1248.1186.949.696.342
Cre01.g001100.t1.p1	35.2	0.264274842	-0.204987297	-0.162887274	-0.10049497	-0.230818901	-0.001831369	0.567234758	0.340175356	0.299022288	0.426666652	0.192991011	0.102850984	0.003070745	1360.1358.1356.1336.1330.1325.1297.1258.1240.1193.1037.761.343
Cre17.g741850.t1.p1	35.2	0.05899787	-0.103094986	-0.129754799	-0.011225126	-0.009126321	0.295203804	0.089580331	0.046552996	0.095101976	0.101102968	0.206973139	0.139553322	1.3e-08	1360.1358.1356.1351.1315.1282.1191.1038.992.887.789.344
Cre16.g675550.t1.p1	29.6.3.1	-0.326619445	-0.131914499	0.010679848	-0.027958615	0.126427455	-0.26218146	0.15699425	0.473489437	0.460314216	0.46751662	0.47011404	0.190643483	0.040374433	1360.1359.1357.1354.1346.1307.1266.1248.1179.1119.993.797.345
Cre16.g675550.t1.p1	29.6	-0.326619445	-0.131914499	0.010679848	-0.027958615	0.126427455	-0.26218146	0.15699425	0.473489437	0.460314216	0.46751662	0.47011404	0.190643483	0.040374433	1360.1359.1357.1354.1346.1307.1266.1248.1179.1119.993.797.345
Cre20.g758550.t1.p1	29.5.5	-0.144546243	-0.551882446	-0.690672112	-0.495005383	-0.469077266	-0.222728258	0.183505514	0.231060598	0.127396355	0.198638178	0.15916453	0.186376011	0.000450706	1360.1358.1356.1336.1330.1325.1285.1237.1185.1149.991.942.346
Cre02.g120150.t1.p1	1.3.2	-0.179160751	-0.770766518	-0.740787154	-0.842792585	-0.595200807	-0.494104925	0.274375575	0.181376251	0.186993993	0.211702184	0.571144951	0.117578058	6.32e-09	1360.1358.1356.1336.1330.1325.1285.1237.1185.1081.892.833.347
Cre01.g039300.t1.p1	1.1.1.3	0.030056354	-0.329290997	-0.29370795	-0.204869306	0.037841567	0.114847837	0.10597807	0.138052821	0.091569465	0.119370453	0.069302711	0.093888696	0.0	1360.1358.1356.1351.1315.1269.1151.1085.838.756.348
Cre16.g661050.t1.p1	29.2.1.2.2.034	-0.310375576	-0.374830064	-0.356014151	-0.220925553	-0.381850438	0.013730444	0.512513629	0.186883353	0.162787262	0.191638048	0.462198328	0.201634566	0.00331596	1360.1359.1357.1354.1353.1328.1322.1252.1055.882.349
Cre12.g495850.t1.p1	26.22	-0.475056811	-0.917011357	-0.763701276	-0.669118211	-0.637279078	-0.603433568	0.118820296	0.145061909	0.294419375	0.11504252	0.301173388	0.229953724	0.004505013	1360.1358.1356.1351.1315.1269.1222.1056.965.350
Cre17.g734900.t1.p1	35.2	-0.182244123	0.377200983	0.522573711	0.39168614	0.311965551	0.377831827	0.511108621	0.37039921	0.213681854	0.248707481	0.663456516	0.558005248	0.045216269	1360.1359.1357.1350.1306.1296.1286.1253.1239.1176.1003.953.779.351
Cre07.g332950.t1.p1	31.6.1.1	-0.232520673	-0.015441806	0.006638491	0.003802668	-0.072788605	-0.512581308	0.065239129	0.169893324	0.13191615	0.088707842	0.155348971	0.132133403	3.54e-07	1360.1359.1357.1354.1346.1307.1266.1110.1006.932.352
Cre11.g476200.t1.p1	35.2	-0.025896053	0.327631539	0.777315414	1.076296612	0.250633036	0.000802934	0.206295796	0.408092235	0.261786588	0.755760961	0.595227251	0.613978365	0.015329562	1360.1359.1357.1350.1347.1321.1283.1197.1086.353
Cre01.g004300.t1.p1	13.1.3.1	-0.066889689	-0.28875712	-0.281393905	-0.085774233	0.439703132	0.296962036	0.148885167	0.071800333	0.232240638	0.134883551	0.757231963	0.122385103	1.19e-05	1360.1358.1356.1351.1338.1312.1301.1238.1206.1116.1043.354
Cre01.g033550.t1.p1	21.1	-0.181465862	0.576901269	0.381008969	0.533937463	0.517125632	0.299832672	0.059568802	0.334536174	0.561629953	0.225138744	0.27509016	0.377836672	4.25e-05	1360.1359.1357.1350.1306.1296.1234.1166.1004.780.355
Cre14.g630850.t1.p1	35.2	0.34581991	-1.116245939	-0.455188575	-1.192717436	-1.211672043	-0.402325474	0.042787905	0.34293755	nan	0.718704543	0.277810045	0.923391483	0.018597077	1360.1358.1355.1349.1341.1275.1260.1174.356
Cre06.g304300.t1.p1	29.5.11.20	0.079645953	-0.077229294	0.143229762	0.33946706	0.363267312	0.106947723	0.265501873	0.326322333	0.19257978	0.120297367	0.136083942	0.37538822	0.003495968	1360.1359.1357.1354.1353.1328.1322.1278.1214.1171.971.357
Cre13.g592050.t1.p1	23.2	-0.460308811	0.708598328	0.817858332	0.784861381	0.847323182	0.802858631	1.582038156	0.09794682	0.186127364	0.243765006	0.190702487	0.228092879	0.00086448	1360.1359.1357.1350.1347.1339.1310.1271.1105.358
Cre03.g185550.t1.p1	1.3.09	-0.238629111	-0.550811148	-0.505601099	-0.671535083	-0.799012286	-0.701051721	0.068914384	0.41997928	0.048918432	0.196644933	0.132216462	0.148216734	7.56e-08	1360.1358.1356.1336.1330.1325.1297.1244.1199.1133.1035.908.359
Cre18.g748950.t1.p1	29.4	-0.398489005	0.465452893	0.237830743	0.363115699	0.404100722	0.120309137	0.174802659	0.162628456	0.03114694	0.248509449	0.284813648	0.127414117	0.001837895	1360.1359.1357.1350.1306.1296.1234.1166.1004.780.360
Cre09.g386750.t1.p1	29.6.2.4	-1.136073478	0.567042864	0.612745438	0.47609579	0.288575934	-0.154490541	0.365809872	0.160315386	0.111258021	0.1168992	0.087128103	0.104170518	0.0	1360.1359.1342.1337.1317.1194.1161.1067.885.361
Cre03.g176100.t1.p1	35.2	0.056089131	0.174532344	0.284757442	0.178435184	0.210533671	-0.532030764	0.280645715	0.257656684	0.421051022	0.182310264	0.319103493	0.419793854	0.002957662	1360.1359.1357.1354.1346.1335.1329.1304.1284.1279.1156.1102.362
Cre12.g554850.t1.p1	21.1	-0.30380092	-0.304886577	-0.052969718	0.463463557	0.410880662	-0.587203337	0.667294706	0.646725774	0.749033142	0.177297133	0.194494023	0.657982648	0.03953509	1360.1359.1357.1350.1347.1321.1283.1080.363
Cre03.g149100.t1.p1	6.01	-0.033269324	-0.396594865	-0.543161169	-0.396505538	-0.434005123	-0.442736057	0.048893401	0.408715068	0.305698362	0.434151348	0.327227477	0.295545574	0.000477764	1360.1358.1356.1336.1330.1325.1297.1258.1240.1193.1047.962.878.364
Cre03.g154550.t1.p1	13.1.2.2.02	-0.358248474	0.080744371	0.186850307	0.321351915	0.06758535	-0.298594924	0.304353605	0.228535472	0.142424516	0.179170925	0.12172968	0.82588946	0.003232356	1360.1359.1357.1354.1346.1307.1266.1248.1179.1078.365
Cre07.g331900.t1.p1	29.2.1.2.1.013	0.100750374	-0.143261819	-0.09730061	-0.00947365	0.004633972	0.142032873	0.263313965	0.163563287	0.171944558	0.128974576	0.143427572	0.153410601	5.45e-05	1360.1358.1356.1351.1315.1282.1191.1072.1007.909.732.366
Cre02.g077100.t1.p1	21.2.2	-0.173120798	0.155488971	0.24919596	0.034806798	0.116606342	-0.029866825	0.1517959	0.383762127	0.302615848	0.36288894	0.17450947	0.294204407	0.047784789	1360.1359.1357.1354.1346.1307.1212.1096.984.769.367
Cre02.g097400.t1.p1	29.2.3	-0.072204335	-0.280125188	-0.30186175	-0.219707274	-0.007364872	0.0337736	0.45712527	0.380945403	0.503631708	0.39789104	0.242704319	0.313241739	0.049196999	1360.1358.1356.1351.1315.1269.1222.1153.1131.1046.810.710.368
Cre05.g240850.t1.p1	18.2	0.612410217	-2.087306652	-2.024686371	-1.722280604	-1.430435813	0.093158776	0.065248569	0.623408064	0.770864711	1.804463914	0.188988972	0.925364467	7.47e-08	1360.1358.1355.1349.1341.1298.1255.1211.369
Cre23.g768000.t1.p1	13.1.4.1.01	-0.198119211	0.040221817	-0.019594526	-0.029094168	0.178033525	-0.131381901	0.206045462	0.092702244	0.288741547	0.169986288	0.128359429	0.402774923	0.038123756	1360.1359.1357.1354.1346.1307.1212.1096.1032.937.370
Cre08.g370650.t1.p1	7.1.02	-0.499820147	-0.133523993	0.113273916	0.317147038	0.148004213	0.161095725	0.267213831	0.403516068	0.305032843	0.263510074	0.208640828	0.089038524	0.001804595	1360.1359.1357.1354.1353.1328.1322.1278.1214.1028.967.371
Cre45.g788350.t1.p1	35.2	0.297853537	-0.614819897	-0.62474105	-0.496082573	-0.654680175	-0.232929218	0.428654788	0.22431633	0.152276984	0.079296439	0.25758274	0.943673208	0.006437883	1360.1358.1356.1336.1330.1294.1216.1108.1062.839.372
Cre03.g178600.t1.p1	28.1	1.375292929	-0.17269182	-0.216111291	-0.161643111	0.268666507	-0.797740066	1.022400107	0.410534293	0.196424378	0.08427845	1.047221276	0.919096734	0.041714399	1360.1358.1355.1352.1345.1332.1319.1280.1232.373
Cre03.g168700.t1.p1	1.2.1	-0.61275571	0.631415832	0.464844385	0.432473016	0.292031829	0.335856035	0.114072851	0.175406318	0.093180923	0.235292472	0.364576095	0.267688767	1.21e-07	1360.1359.1357.1350.1347.1339.1310.1249.1177.1057.958.374
Cre01.g002300.t1.p1	29.6.3.2	0.007493506	-0.345348823	-0.40766946	-0.576697823	-0.532658928	-0.581794769	0.179572501	0.254906808	0.446068255	0.730544176	0.433817607	0.365132556	0.012984987	1360.1358.1356.1336.1330.1325.1297.1244.1120.1075.765.375
Cre01.g002300.t1.p1	31.3.1	0.007493506	-0.345348823	-0.40766946	-0.576697823	-0.532658928	-0.581794769	0.179572501	0.254906808	0.446068255	0.730544176	0.433817607	0.365132556	0.012984987	1360.1358.1356.1336.1330.1325.1297.1244.1120.1075.765.375
Cre02.g085450.t1.p1	19.08	0.280572976	-0.111664725	-0.013607075	-0.085624767	-0.378854461	0.032425439	0.380307844	0.195757625	0.293495751	0.34658154	0.353660188	0.095736471	0.00011769	1360.1358.1356.1336.1330.1325.1297.1244.1199.1133.938.376
Cre17.g726750.t1.p1	13.1.6.1.01	0.063574987	-0.214742558	-0.172949455	-0.058439979	0.11174241	0.203278233	0.07032788	0.109654238	0.07145244	0.093426098	0.08308579	0.070845029	8.55e-15	1360.1358.1356.1351.1315.1269.1222.1153.1131.1046.920.803.786.737.709.377
Cre10.g436050.t1.p1	21.6	-0.343967328	0.283411664	0.237088226	0.130663203	0.047805445	-0.105653091	0.590202823	0.364115896	0.3025707	0.146775378	0.209262771	0.154063672	1.24e-05	1360.1359.1357.1350.1306.1296.1234.1130.975.817.378
Cre04.g219000.t1.p1	31.1	-0.914850938	-1.568611397	0.803375181	-0.988384314	-0.37252933	0.802335001	0.744222484	2.096500171	0.960851874	1.956835404	1.346602251	0.60438239	0.011945348	1360.1359.1357.1354.1353.1348.1343.1326.1313.1167.379
Cre04.g219000.t1.p1	28.1	-0.914850938	-1.568611397	0.803375181	-0.988384314	-0.37252933	0.802335001	0.744222484	2.096500171	0.960851874	1.956835404	1.346602251	0.60438239	0.011945348	1360.1359.1357.1354.1353.1348.1343.1326.1313.1167.379
Cre16.g661350.t1.p1	1.3.013	-1.028220873	0.077975437	-0.313433597	-0.066115814	-0.313074511	-0.049597675	0.465439563	0.316853484	0.524647729	0.211189639	0.148421676	0.187496471	0.000193199	1360.1359.1357.1350.1347.1339.1299.1293.1264.1187.1112.979.380
Cre06.g284750.t1.p1	29.2.4	-0.064859632	0.034256743	0.09194977	0.125146328	0.200467947	0.212152846	0.093666475	0.148560211	0.136316517	0.129760698	0.1505753	0.173927197	0.000830263	1360.1359.1357.1354.1353.1328.1322.1252.1221.1077.959.795.764.730.686.381
Cre02.g076100.t1.p1	35.2	-0.04380541	-1.129622578	-1.072457468	-1.251551999	-1.487032739	-1.147012531	0.802571128	0.613574769	0.450643915	0.104021024	0.674477922	0.255185625	0.013744141	1360.1358.1355.1349.1341.1275.1260.1246.1172.382
Cre13.g588100.t1.p1	29.6.3.2	-0.457527035	-0.059640253	-0.154031448	-0.16206474	-0.052503723	-0.080964672	0.154391285	0.164100553	0.165788208	0.125294133	0.164635544	0.199791522	1.86e-05	1360.1359.1357.1354.1353.1328.1263.1140.860.829.750.721.383
Cre13.g588100.t1.p1	31.3.1	-0.457527035	-0.059640253	-0.154031448	-0.16206474	-0.052503723	-0.080964672	0.154391285	0.164100553	0.165788208	0.125294133	0.164635544	0.199791522	1.86e-05	1360.1359.1357.1354.1353.1328.1263.1140.860.829.750.721.383
Cre01.g039250.t1.p1	29.2.1.2.1.02	-0.046724026	-0.248938667	-0.218524275	-0.165822017	-0.107337021	0.062193266	0.14750466	0.179573072	0.155664773	0.170956427	0.180431607	0.186820998	2.58e-06	1360.1358.1356.1351.1315.1282.1191.1072.1007.909.732.688.384
Cre01.g026550.t1.p1	29.6.2.2	-0.072125941	0.437302219	0.367905813	0.33728594	0.375993559	0.256141171	0.359058165	0.570212822	0.56923588	0.257987422	0.184205003	0.450649494	0.032139308	1360.1359.1357.1350.1306.1296.1286.1253.1239.1136.1087.827.736.385
Cre02.g077300.t1.p1	27.1	0.010476588	-0.371725157	-0.185572364	-0.010541993	0.203272142	0.241859637	0.172789064	0.920338363	0.355902713	0.190454676	0.173308081	0.102598169	0.000267623	1360.1358.1356.1351.1315.1269.1222.1153.1033.894.386
Cre02.g115200.t1.p1	29.2.1.2.2.0527	0.006922322	-0.369625184	-0.266467889	-0.271459498	-0.072335776	0.071771213	0.106431821	0.149687522	0.130091971	0.233277094	0.150468539	0.228391475	5.25e-13	1360.1358.1356.1351.1315.1269.1151.1085.838.775.387
Cre06.g272050.t1.p1	4.1.012	-0.23225858	0.03671698	0.117683435	0.042169461	0.150918105	0.085489706	0.113284511	0.305359025	0.262323174	0.326195072	0.322517281	0.296401966	0.002007126	1360.1359.1357.1354.1353.1328.1263.1213.1098.1079.988.901.791.388
Cre16.g660200.t1.p1	29.2.1.2.1.020	0.047734772	-0.019300557	-0.098227956	-0.237153775	-0.099581396	0.124174109	0.186034506	0.0843402	0.171544101	0.201334206	0.224441641	0.1330062	7.81e-05	1360.1358.1356.1336.1262.1154.1050.1005.787.389
Cre11.g477300.t1.p1	29.4	0.081965555	-0.234181936	-0.444695354	-0.291327376	-0.127610981	-0.18257233	0.328217312	0.246413884	0.403803834	0.257759215	0.15633666	0.264939159	0.005357546	1360.1358.1356.1336.1330.1325.1297.1258.1240.1193.1047.837.390
Cre03.g189300.t1.p1	31.1	-0.690301485	-0.26428671	-0.356074109	-0.36025219	-0.485922579	-0.810824955	0.314263259	0.252362095	0.302678301	0.415895879	0.211463543	0.621096628	0.025315976	1360.1359.1357.1354.1346.1307.1266.1110.990.844.391
Cre03.g194650.t1.p1	33.99	-0.339836681	-0.191597086	-0.123284652	-0.1155577	0.084841968	0.248869686	0.687926809	0.248813688	0.10283542	0.231463994	0.107949926	0.155886551	0.021917685	1360.1359.1357.1354.1353.1328.1322.1278.1229.1121.940.830.392
Cre03.g193800.t1.p1	29.1.022	-0.334145857	-0.093512816	0.028025634	0.240988	0.318304696	0.232942959	0.16774304	0.33046128	0.222774659	0.181866967	0.160297998	0.139317039	1.1e-09	1360.1359.1357.1354.1353.1328.1322.1278.1214.1171.1054.722.393
Cre05.g233950.t1.p1	35.2	-0.723355004	0.599087406	0.571801286	0.550274703	0.501494832	0.311165158	0.713909952	0.174608769	0.062741815	0.169212765	0.133569651	0.098261411	8.77e-12	1360.1359.1357.1350.1347.1339.1310.1271.1105.1027.799.394
Cre06.g302700.t1.p1	33.99	-0.082473055	0.125368111	0.357810799	0.439116226	0.416555556	-0.07695909	0.313016363	0.350352233	0.193152267	0.312715137	0.429801804	0.249276338	1.19e-05	1360.1359.1357.1354.1346.1307.1266.1248.1179.1078.911.395
Cre12.g558600.t1.p1	35.2	0.428563156	-0.41865756	-0.437341646	-0.066150372	0.146233764	0.405740692	0.183636967	0.65799671	0.412397934	0.545697316	0.229784022	0.217146829	0.000452386	1360.1358.1356.1351.1338.1324.1257.1217.1173.897.396
Cre02.g082500.t1.p1	1.1.2.2	0.887606371	1.267803686	1.232169468	1.192024386	1.032555809	0.440761507	0.44546246	0.556703772	0.447950506	0.696709672	0.278946216	0.396749256	3.67e-05	1360.1359.1357.1354.1346.1335.1329.1304.1284.1279.1156.1102.966.397
Cre01.g010900.t1.p1	1.3.4	-0.29275356	-0.112463032	-0.226860269	-0.319410446	-0.374188293	-0.421641412	0.080580173	0.186417607	0.077659919	0.131780498	0.108875022	0.123512335	1.57e-10	1360.1359.1357.1354.1346.1307.1212.1147.1091.915.398
Cre01.g010900.t1.p1	4.1.08	-0.29275356	-0.112463032	-0.226860269	-0.319410446	-0.374188293	-0.421641412	0.080580173	0.186417607	0.077659919	0.131780498	0.108875022	0.123512335	1.57e-10	1360.1359.1357.1354.1346.1307.1212.1147.1091.915.398
Cre03.g202950.t1.p1	30.3	-0.641665469	-0.20500924	0.118104258	-0.108530348	-0.448806949	-0.289651417	0.469213699	0.195598412	0.671278518	0.476229972	0.275695292	0.612404825	0.032011819	1360.1359.1357.1350.1347.1321.1288.1250.1160.1099.399
Cre03.g202950.t1.p1	21.1	-0.641665469	-0.20500924	0.118104258	-0.108530348	-0.448806949	-0.289651417	0.469213699	0.195598412	0.671278518	0.476229972	0.275695292	0.612404825	0.032011819	1360.1359.1357.1350.1347.1321.1288.1250.1160.1099.399
Cre02.g104900.t1.p1	30.5	0.009829405	-0.271618282	-0.199373153	-0.127445864	0.089230208	0.244511889	0.225675995	0.438969314	0.120664573	0.239631294	0.287640114	0.159670337	0.003278945	1360.1358.1356.1351.1315.1269.1222.1153.1131.1046.920.803.786.400
Cre08.g372100.t1.p1	29.6.2.3	-0.80706107	0.771205089	0.520664756	0.302267154	0.094696359	-0.310371388	0.28639777	0.205050151	0.128890878	0.050592232	0.05943236	0.10840504	0.0	1360.1359.1357.1350.1347.1321.1288.1231.1183.1083.401
Cre05.g232200.t1.p1	9.2.02	-0.612363095	0.144358222	-0.049909441	0.122127133	-0.165270595	-0.487567253	0.484575029	0.31550105	0.296166816	0.393274398	0.217918351	0.352323869	0.004004974	1360.1359.1357.1350.1347.1321.1288.1250.1215.1045.955.402
Cre13.g605150.t1.p1	21.6	-0.610001705	0.34365576	0.348347984	0.265727558	0.254625562	0.134463271	0.115607091	0.139513548	0.133360827	0.173650968	0.113994558	0.117591447	0.0	1360.1359.1357.1350.1347.1339.1310.1249.1132.1094.867.403
Cre02.g123200.t1.p1	30.5	-0.362439826	0.130429297	0.130929717	0.130877211	0.090539544	0.02621161	0.411601541	0.095841599	0.12924851	0.127733354	0.140823517	0.213986328	1.43e-08	1360.1359.1357.1350.1306.1296.1286.1253.1239.1136.1087.827.740.404
Cre12.g546150.t1.p1	1.1.3	-0.185731194	-0.49431889	-0.382678263	-0.62879165	-0.535544251	-0.491159415	0.108498936	0.146987934	0.069845228	0.13424295	0.165658287	0.188822109	8.9e-06	1360.1358.1356.1336.1330.1325.1297.1244.1199.1127.963.716.405
Cre06.g280350.t1.p1	35.2	-2.853736706	0.270980082	0.027902436	0.287682094	-2.303655412	-1.192893925	0.944476916	0.087293252	1.077449109	nan	0.769553856	0.069040862	0.015774496	1360.1359.1342.1314.406
Cre16.g665250.t1.p1	1.1.99.1	-0.108617977	-0.333964032	-0.628838602	-0.672986784	-0.46157522	-0.403933334	0.096892932	0.144555139	0.298550964	0.227969252	0.151493576	0.239865681	0.008733521	1360.1358.1356.1336.1330.1325.1285.1111.1010.935.407
Cre17.g705500.t1.p1	35.2	-0.02812879	-0.29542863	-0.666212724	-0.558249026	0.081131957	0.065516777	0.299294688	0.637667495	0.299635638	0.464813228	0.035903459	0.255514623	0.000381511	1360.1358.1356.1351.1338.1324.1257.1181.408
Cre14.g630800.t1.p1	7.2.02	-0.114844072	0.00852983	-0.027582114	-0.046160099	-0.034827137	-0.208752454	0.114940947	0.107659232	0.14721641	0.118935708	0.104333417	0.093347522	0.00312443	1360.1359.1357.1354.1346.1307.1212.1147.1091.915.809.409
Cre13.g567850.t1.p1	27.4	-0.197684089	-0.422935319	-0.377886538	-0.172384831	0.047108413	0.004008596	0.255032917	0.259667053	0.395412671	0.181762659	0.153752124	0.635488185	0.004172483	1360.1358.1356.1351.1315.1269.1222.1153.1033.894.410
Cre12.g514500.t1.p1	29.2.1.2.1.011	0.001902463	-0.261460759	-0.269617386	-0.235468804	-0.13314264	0.106325891	0.100511952	0.193081186	0.285132911	0.090624844	0.13573042	0.164145983	1.99e-07	1360.1358.1356.1351.1315.1282.1191.1072.1034.846.691.411
Cre12.g497300.t1.p1	30.3	-0.198218392	0.066238424	0.116300588	0.075671562	0.03402645	-0.105081394	0.22872322	0.211792872	0.140700841	0.220418918	0.236197545	0.217092555	0.000149551	1360.1359.1357.1354.1346.1307.1266.1248.1186.949.696.412
Cre12.g497300.t1.p1	1.1.40	-0.198218392	0.066238424	0.116300588	0.075671562	0.03402645	-0.105081394	0.22872322	0.211792872	0.140700841	0.220418918	0.236197545	0.217092555	0.000149551	1360.1359.1357.1354.1346.1307.1266.1248.1186.949.696.412
Cre13.g578750.t1.p1	1.1.1.3	0.04177669	0.741896442	0.637198672	0.651328252	0.600007625	0.547696252	0.240151964	0.168182852	0.194564265	0.303886813	0.166227378	0.120396823	2.82e-05	1360.1359.1357.1350.1306.1296.1234.1166.1039.996.804.413
Cre03.g190500.t1.p1	26.3	-0.104522062	0.398871225	0.251226518	0.378936475	0.163656059	0.133106473	0.2008023	0.203751312	0.213605013	0.229678552	0.266645217	0.158062778	9.62e-08	1360.1359.1357.1350.1306.1296.1286.1201.1150.1011.414
Cre03.g190500.t1.p1	2.2.2.1	-0.104522062	0.398871225	0.251226518	0.378936475	0.163656059	0.133106473	0.2008023	0.203751312	0.213605013	0.229678552	0.266645217	0.158062778	9.62e-08	1360.1359.1357.1350.1306.1296.1286.1201.1150.1011.414
Cre05.g240550.t1.p1	1.1.1.4	-0.070454928	0.393739571	0.368920496	0.35580518	0.467377886	0.326767636	0.00920109	0.233034457	0.136586571	0.136362615	0.11058174	0.188991392	0.009073167	1360.1359.1357.1350.1306.1296.1286.1253.1239.1136.1029.997.865.415
Cre06.g273750.t1.p1	34.16	-0.448274766	-0.735241046	-0.713254732	-0.54777583	-0.444406328	-0.27661063	0.120190343	0.184257169	0.098912862	0.154541205	0.090651411	0.117130569	7.27e-06	1360.1358.1356.1351.1315.1269.1222.1153.1131.1046.920.803.786.737.416
Cre09.g407700.t1.p1	29.5.3	-0.675247963	-1.822847856	-0.019911264	0.313188813	0.358281548	0.15816444	0.147832952	0.178988811	0.286036543	0.804250822	0.597719525	0.545890214	3.49e-09	1360.1359.1357.1354.1353.1348.1300.1242.417
Cre12.g493950.t1.p1	29.2.1.1.1.1.013	-0.064695517	0.041695799	0.115905674	-0.100601469	0.106328354	0.399791177	0.198164795	0.241242385	0.164685313	0.462238635	0.242262565	0.399904135	0.028038164	1360.1358.1356.1351.1315.1282.1227.1134.1040.904.418
Cre13.g587050.t1.p1	29.2.5	-0.101136485	-0.103594113	-0.038480554	0.238052111	0.092453387	0.368173978	0.080709759	0.3523357	0.203421967	0.303447226	0.439082685	0.123394319	0.035443259	1360.1359.1357.1354.1353.1328.1322.1252.1055.808.419
Cre01.g049950.t1.p1	29.5.01	-1.05505317	0.14065052	-0.216007434	-0.020466232	0.123373618	0.268601524	0.844206836	0.155246361	0.432007987	0.345832439	0.139289228	0.568861995	0.012901113	1360.1359.1357.1350.1347.1339.1299.1293.1264.1187.1073.420
Cre10.g420750.t1.p1	29.2.1.2.2.030	-0.197795606	-0.3695341	-0.339991331	-0.24814506	-0.102408649	0.067635417	0.172169704	0.197793329	0.153895839	0.197747598	0.178830325	0.298937179	1.28e-08	1360.1358.1356.1351.1315.1269.1222.1153.1131.1046.920.803.421
Cre05.g233900.t1.p1	21.2.1	-0.54352191	-0.651427581	-0.718401339	-0.763338934	-0.793788494	-0.753028225	0.085513066	0.037268193	0.116455964	0.220973812	0.129787428	0.154405309	0.001514922	1360.1358.1356.1336.1262.1189.905.823.793.700.422
Cre26.g773500.t1.p1	29.2.1.2.2.038	0.217879734	-0.272960206	-0.173085709	-0.480493063	-0.304912215	0.126735422	0.81515952	0.136981541	0.19845722	0.356785621	0.641706075	0.197863373	0.014662463	1360.1358.1356.1336.1330.1325.1285.1237.1185.1081.423
Cre03.g200300.t1.p1	35.2	0.074286289	0.569503327	0.876734593	0.70590966	0.181217934	-1.465655707	0.480817727	0.46979102	0.288510244	0.31703045	0.271137633	0.232299821	0.000166202	1360.1358.1355.1352.1334.1311.1188.424
